# submitted_item	validated_id	current_symbol
brm	FBgn0000212	brm
brn	FBgn0000221	brn
brp	FBgn0259246	brp
bru1	FBgn0000114	bru1
bru2	FBgn0262475	bru2
bru3	FBgn0264001	bru3
brun	FBgn0261787	brun
brv3	FBgn0040333	brv3
brv3	FBal0265807	GlcAT-P[brv3]
brwl	FBgn0032130	brwl
bs	FBgn0004101	bs
bs	FBgn0000240	bv
bsf	FBgn0284256	bsf
bsk	FBgn0000229	bsk
bt	FBgn0005666	bt
btd	FBgn0000233	btd
btl	FBgn0285896	btl
btl	FBtp0001208	P{GAL4-btl.S}
btsz	FBgn0266756	btsz
btv	FBgn0023096	btv
btz	FBgn0045862	btz
bug	FBgn0034050	bug
bun	FBgn0259176	bun
bur	FBgn0000239	bur
bur	FBal0001338	bur[1]
bves	FBgn0031150	bves
bw	FBgn0000241	bw
bw	FBal0001342	bw[1]
bw	FBal0042902	bw[unspecified]
bw	FBgn0003990	vs
bwa	FBgn0045064	bwa
bwa	FBal0125102	bwa[P]
by	FBgn0000244	by
byn	FBgn0011723	byn
bys	FBgn0010292	bys
c(2)M	FBgn0028525	c(2)M
c(3)G	FBgn0000246	c(3)G
c(3)G	FBgn0259228	C3G
c-cup	FBgn0031367	c-cup
c11.1	FBgn0040236	c11.1
c12.1	FBgn0040235	c12.1
c12.2	FBgn0040234	c12.2
cDIP	FBgn0038865	cDIP
cN-IIIB	FBgn0034988	cN-IIIB
ca	FBgn0000247	ca
ca	FBal0001461	ca[1]
ca	FBal0049363	ca[unspecified]
ca	FBgn0002924	ncd
cac	FBgn0263111	cac
cac	FBal0001506	cac[1]
cac	FBgn0000250	cact
cact	FBgn0000250	cact
cact	FBgn0263111	cac
cactin	FBgn0031114	cactin
cad	FBgn0000251	cad
cad	FBgn0001991	Ca-alpha1D
cad	FBgn0003391	shg
cag	FBgn0017414	cag
cal1	FBgn0038478	cal1
calypso	FBgn0262166	calypso
cana	FBgn0040233	cana
caps	FBgn0023095	caps
caps	FBgn0053653	Cadps
capt	FBgn0261458	capt
capu	FBgn0000256	capu
car	FBgn0000257	car
car	FBal0051717	car[unspecified]
cas	FBgn0004878	cas
cas	FBgn0011215	cash
cas	FBgn0022213	Cse1
cas	FBgn0285954	caz
cas	FBgn0286781	cass
casp	FBgn0034068	casp
cass	FBgn0286781	cass
cathD	FBgn0029093	cathD
caup	FBgn0015919	caup
cav	FBgn0026257	cav
cav	FBal0150540	cav[1]
caz	FBgn0285954	caz
caz	FBab0045825	Df(1)BSC759
cbc	FBgn0033842	cbc
cbs	FBgn0086757	cbs
cbs	FBgn0031148	Cbs
cbs	FBgn0261869	caboose
cbt	FBgn0043364	cbt
cdc14	FBgn0031952	cdc14
cdi	FBgn0004876	cdi
cdm	FBgn0261532	cdm
ced-6	FBgn0029092	ced-6
cep290	FBgn0035168	Cep290
cer	FBgn0034443	cer
cert	FBgn0027569	cert
cerv	FBgn0030657	cerv
cg	FBgn0000289	cg
chas	FBgn0263258	chas
chb	FBgn0021760	chb
cher	FBgn0014141	cher
chic	FBgn0000308	chic
chic	FBgn0024248	chico
chico	FBgn0024248	chico
chif	FBgn0000307	chif
chinmo	FBgn0086758	chinmo
chm	FBgn0028387	chm
chn	FBgn0015371	chn
chn	FBgn0270928	VAChT
chp	FBgn0267435	chp
chp	FBgn0029503	mora
chrb	FBgn0036165	chrb
ci	FBgn0004859	ci
ci	FBal0001644	ci[1]
cib	FBgn0026084	cib
cic	FBgn0262582	cic
cid	FBgn0040477	cid
cin	FBgn0000316	cin
cindr	FBgn0027598	cindr
ck	FBgn0000317	ck
ck	FBgn0002466	sti
ckd	FBgn0035427	ckd
ckn	FBgn0033987	ckn
cl	FBgn0000318	cl
clos	FBgn0261016	clos
clt	FBgn0000326	clt
clt	FBal0001714	clt[1]
clu	FBgn0034087	clu
clu	FBgn0264442	ab
clumsy	FBgn0026255	clumsy
cm	FBgn0000330	cm
cm	FBal0180464	cm[unspecified]
cm	FBgn0000335	cmp
cmb	FBgn0036365	cmb
cmpy	FBgn0037015	cmpy
cn	FBgn0000337	cn
cn	FBal0042910	cn[unspecified]
cnc	FBgn0262975	cnc
cni	FBgn0000339	cni
cnir	FBgn0243513	cnir
cnk	FBgn0286070	cnk
cnn	FBgn0013765	cnn
cno	FBgn0259212	cno
coil	FBgn0033265	coil
cold	FBgn0031268	cold
colt	FBgn0019830	colt
comm	FBgn0010105	comm
comm2	FBgn0041160	comm2
comm3	FBgn0259236	comm3
comt	FBgn0000346	comt
conu	FBgn0039994	conu
conv	FBgn0261269	conv
cora	FBgn0010434	cora
corn	FBgn0259173	corn
coro	FBgn0265935	coro
corolla	FBgn0267967	corolla
cort	FBgn0000351	cort
corto	FBgn0010313	corto
cos	FBgn0000352	cos
cpa	FBgn0034577	cpa
cpb	FBgn0011570	cpb
cpo	FBgn0263995	cpo
cpx	FBgn0041605	cpx
cpx	FBti0100641	P{PT1}cpx[21]
crb	FBgn0259685	crb
crc	FBgn0000370	crc
crc	FBal0001818	crc[1]
crc	FBgn0005585	Calr
crim	FBgn0036198	crim
crm	FBgn0000376	crm
crm	FBal0001828	crm[1]
crn	FBgn0000377	crn
crok	FBgn0032421	crok
crol	FBgn0020309	crol
crp	FBgn0001994	crp
crq	FBgn0015924	crq
cry	FBgn0025680	cry
cry	FBgn0003582	Su(Ste)
cry	FBgn0286871	lncRNA:CR46393
csul	FBgn0015925	csul
csw	FBgn0000382	csw
ct	FBgn0004198	ct
ct	FBal0001933	ct[1]
ct	FBgn0086909	CG31751
cta	FBgn0000384	cta
ctp	FBgn0011760	ctp
ctrip	FBgn0260794	ctrip
cu	FBgn0261808	cu
cu	FBal0002131	cu[1]
cue	FBgn0011204	cue
cutlet	FBgn0015376	cutlet
cv	FBgn0000394	cv
cv-2	FBgn0000395	cv-2
cv-c	FBgn0285955	cv-c
cv-d	FBgn0265048	cv-d
cwo	FBgn0259938	cwo
cyc	FBgn0023094	cyc
cyc	FBgn0015031	cype
cyp33	FBgn0028382	cyp33
cype	FBgn0015031	cype
cyr	FBgn0030001	cyr
cyr	FBgn0003209	raw
d	FBgn0262029	d
d	FBal0009784	l(3)68Aa[4]
d	FBal0009793	l(3)68Ab[4]
d	FBal0009797	l(3)68Ad[4]
d	FBal0009801	l(3)68Ag[4]
d	FBal0009812	l(3)68Bd[4]
d	FBal0009819	l(3)68Bb[4]
d	FBgn0000618	e(y)2
d	FBgn0041712	yellow-d
d-cup	FBgn0038089	d-cup
d4	FBgn0033015	d4
dUTPase	FBgn0250837	dUTPase
da	FBgn0267821	da
da	FBal0002214	da[1]
da	FBtp0001168	P{GAL4-da.G32}
da	FBtp0089374	P{da-GAL4.U}
dac	FBgn0005677	dac
daed	FBgn0031398	daed
dah	FBgn0015926	dah
dally	FBgn0263930	dally
dan	FBgn0039286	dan
danr	FBgn0039283	danr
dany	FBgn0050401	dany
dao	FBgn0028862	dao
dap	FBgn0010316	dap
dar1	FBgn0263239	dar1
dare	FBgn0015582	dare
dati	FBgn0262636	dati
daw	FBgn0031461	daw
dbe	FBgn0020305	dbe
dbo	FBgn0040230	dbo
dbr	FBgn0067779	dbr
dco	FBgn0002413	dco
dco	FBgn0000273	Pka-C1
ddbt	FBgn0284444	ddbt
ddbt	FBgn0002413	dco
defl	FBgn0036038	defl
del	FBgn0086251	del
del	FBgn0263118	tx
deltaCOP	FBgn0028969	deltaCOP
dgo	FBgn0086898	dgo
dgo	FBgn0001122	Galphao
dgrn	FBgn0037384	dgrn
dgt1	FBgn0039710	dgt1
dgt2	FBgn0032390	dgt2
dgt3	FBgn0034569	dgt3
dgt4	FBgn0026085	dgt4
dgt5	FBgn0033740	dgt5
dgt6	FBgn0039638	dgt6
dhd	FBgn0011761	dhd
dia	FBgn0011202	dia
dib	FBgn0000449	dib
didum	FBgn0261397	didum
dikar	FBgn0261934	dikar
dikar	FBal0147208	dikar[E3145]
dila	FBgn0033447	dila
dimm	FBgn0023091	dimm
dind	FBgn0286828	dind
disco	FBgn0000459	disco
disco-r	FBgn0285879	disco-r
disp	FBgn0029088	disp
dj	FBgn0019828	dj
dj-1beta	FBgn0039802	dj-1beta
djl	FBgn0037463	djl
dl	FBgn0260632	dl
dl	FBgn0000463	Dl
dl	FBgn0005023	dpl
dlg1	FBgn0001624	dlg1
dlg1	FBtp0084062	P{hb[Delta.dlg1]}
dlp	FBgn0041604	dlp
dlp	FBgn0031820	Daxx
dlp	FBgn0036046	Ilp2
dlp	FBgn0036690	Ilp8
dlp	FBgn0044046	Ilp7
dlp	FBgn0044047	Ilp6
dlp	FBgn0044048	Ilp5
dlp	FBgn0044049	Ilp4
dlp	FBgn0044050	Ilp3
dlp	FBgn0044051	Ilp1
dlt	FBgn0024510	dlt
dlt	FBgn0067864	Patj
dmGlut	FBgn0010497	dmGlut
dmpd	FBgn0033486	dmpd
dmrt11E	FBgn0030477	dmrt11E
dmt	FBgn0278604	dmt
dnc	FBgn0000479	dnc
dnd	FBgn0038916	dnd
dnk	FBgn0022338	dnk
dnr1	FBgn0260866	dnr1
dnt	FBgn0024245	dnt
dob	FBgn0030607	dob
dock	FBgn0010583	dock
dod	FBgn0015379	dod
dom	FBgn0020306	dom
dome	FBgn0043903	dome
dop	FBgn0267390	dop
dop	FBal0198514	dop[1]
dop	FBgn0035538	DopEcR
dor	FBgn0000482	dor
dor	FBal0002729	dor[1]
dor	FBal0180144	dor[unspecified]
dos	FBgn0016794	dos
dos	FBgn0022336	dc
dpa	FBgn0015929	dpa
dpn	FBgn0010109	dpn
dpp	FBgn0000490	dpp
dpp	FBtp0000365	P{GAL4-dpp.blk1}
dpr1	FBgn0040726	dpr1
dpr1	FBal0155375	dpr1[1]
dpr10	FBgn0052057	dpr10
dpr11	FBgn0053202	dpr11
dpr12	FBgn0085414	dpr12
dpr13	FBgn0034286	dpr13
dpr14	FBgn0029974	dpr14
dpr15	FBgn0037993	dpr15
dpr16	FBgn0037295	dpr16
dpr17	FBgn0051361	dpr17
dpr18	FBgn0030723	dpr18
dpr19	FBgn0032233	dpr19
dpr2	FBgn0261871	dpr2
dpr20	FBgn0035170	dpr20
dpr21	FBgn0260995	dpr21
dpr3	FBgn0053516	dpr3
dpr4	FBgn0053512	dpr4
dpr5	FBgn0037908	dpr5
dpr6	FBgn0040823	dpr6
dpr7	FBgn0053481	dpr7
dpr8	FBgn0052600	dpr8
dpr9	FBgn0038282	dpr9
dpy	FBgn0053196	dpy
dpy	FBgn0005025	dumpyoidy
drd	FBgn0260006	drd
dre4	FBgn0002183	dre4
drk	FBgn0004638	drk
drl	FBgn0015380	drl
drm	FBgn0024244	drm
drm	FBgn0283461	Drs
drongo	FBgn0020304	drongo
drosha	FBgn0026722	drosha
drpr	FBgn0027594	drpr
ds	FBgn0284247	ds
dsb	FBgn0035290	dsb
dsd	FBgn0039528	dsd
dsh	FBgn0000499	dsh
dsh	FBal0003138	dsh[1]
dsx	FBgn0000504	dsx
dsx	FBal0003154	dsx[1]
dsx-c73A	FBgn0261799	dsx-c73A
dtn	FBgn0262730	dtn
dtr	FBgn0023090	dtr
dunk	FBgn0083973	dunk
dup	FBgn0000996	dup
dve	FBgn0020307	dve
dwg	FBgn0000520	dwg
dwg	FBal0003223	dwg[1]
dx	FBgn0000524	dx
dx	FBal0003261	dx[1]
dy	FBgn0004511	dy
dysc	FBgn0264006	dysc
dysf	FBgn0039411	dysf
dyw	FBgn0000092	dyw
e	FBgn0000527	e
e	FBal0009785	l(3)68Aa[5]
e	FBal0009813	l(3)68Bd[5]
e	FBal0009820	l(3)68Bb[5]
e	FBgn0030317	pkm
e	FBgn0041711	yellow-e
e(r)	FBgn0011586	e(r)
e(y)1	FBgn0000617	Taf9
e(y)2	FBgn0000618	e(y)2
e(y)2b	FBgn0040670	e(y)2b
e(y)3	FBgn0087008	e(y)3
eEF1alpha1	FBgn0284245	eEF1alpha1
eEF1alpha2	FBgn0000557	eEF1alpha2
eEF1beta	FBgn0028737	eEF1beta
eEF1delta	FBgn0032198	eEF1delta
eEF1gamma	FBgn0029176	eEF1gamma
eEF2	FBgn0000559	eEF2
eEF2	FBgn0039566	CG4849
eEF5	FBgn0285952	eEF5
eEFSec	FBgn0034627	eEFSec
eIF1	FBgn0035423	eIF1
eIF1A	FBgn0026250	eIF1A
eIF2Balpha	FBgn0039726	eIF2Balpha
eIF2Bbeta	FBgn0024996	eIF2Bbeta
eIF2Bdelta	FBgn0034858	eIF2Bdelta
eIF2Bepsilon	FBgn0023512	eIF2Bepsilon
eIF2Bgamma	FBgn0034029	eIF2Bgamma
eIF2D	FBgn0041588	eIF2D
eIF2alpha	FBgn0261609	eIF2alpha
eIF2beta	FBgn0004926	eIF2beta
eIF2beta	FBgn0024996	eIF2Bbeta
eIF2gamma	FBgn0263740	eIF2gamma
eIF3a	FBgn0037249	eIF3a
eIF3b	FBgn0034237	eIF3b
eIF3c	FBgn0034258	eIF3c
eIF3d1	FBgn0040227	eIF3d1
eIF3d2	FBgn0037994	eIF3d2
eIF3e	FBgn0025582	eIF3e
eIF3f1	FBgn0037270	eIF3f1
eIF3g1	FBgn0029629	eIF3g1
eIF3g2	FBgn0038796	eIF3g2
eIF3h	FBgn0022023	eIF3h
eIF3i	FBgn0015834	eIF3i
eIF3j	FBgn0027619	eIF3j
eIF3k	FBgn0034654	eIF3k
eIF3l	FBgn0036258	eIF3l
eIF3m	FBgn0033902	eIF3m
eIF4A	FBgn0001942	eIF4A
eIF4A	FBgn0037573	CG7483
eIF4B	FBgn0020660	eIF4B
eIF4E1	FBgn0015218	eIF4E1
eIF4E3	FBgn0265089	eIF4E3
eIF4E4	FBgn0035709	eIF4E4
eIF4E5	FBgn0035823	eIF4E5
eIF4E6	FBgn0039622	eIF4E6
eIF4E7	FBgn0040368	eIF4E7
eIF4EHP	FBgn0053100	eIF4EHP
eIF4G1	FBgn0023213	eIF4G1
eIF4G2	FBgn0260634	eIF4G2
eIF4H1	FBgn0262734	eIF4H1
eIF4H2	FBgn0039797	eIF4H2
eIF5	FBgn0030719	eIF5
eIF5	FBgn0250753	kra
eIF5B	FBgn0026259	eIF5B
eIF6	FBgn0034915	eIF6
eRF1	FBgn0036974	eRF1
eRF3	FBgn0020443	eRF3
ea	FBgn0000533	ea
eag	FBgn0000535	eag
eag	FBal0003484	eag[1]
eag	FBgn0000560	eg
ear	FBgn0026441	ear
eas	FBgn0000536	eas
east	FBgn0261954	east
eater	FBgn0243514	eater
ebd1	FBgn0035153	ebd1
ebd2	FBgn0037076	ebd2
ebi	FBgn0263933	ebi
ebo	FBgn0266572	ebo
ec	FBgn0000542	ec
eca	FBgn0069242	eca
ecd	FBgn0000543	ecd
eco	FBgn0035766	eco
ect	FBgn0000451	ect
ed	FBgn0000547	ed
edin	FBgn0052185	edin
edl	FBgn0023214	edl
eff	FBgn0011217	eff
eg	FBgn0000560	eg
egg	FBgn0086908	egg
egh	FBgn0001404	egh
egl	FBgn0000562	egl
egl	FBgn0000560	eg
egr	FBgn0033483	egr
elB	FBgn0004858	elB
elav	FBgn0260400	elav
elav	FBti0002575	P{GawB}elav[C155]
elav	FBti0100257	P{PT1}elav[95]
elav	FBtp0000743	P{GAL4-elav.L}
elav	FBtp0051954	P{elav-GAL4.U}
elg1	FBgn0036574	elg1
elgi	FBgn0283649	elgi
elm	FBgn0037358	elm
ema	FBgn0038427	ema
ema	FBgn0011224	heph
emb	FBgn0020497	emb
emc	FBgn0000575	emc
emp	FBgn0010435	emp
ems	FBgn0000576	ems
en	FBgn0000577	en
en	FBtp0055689	P{en-GAL4.U}
ena	FBgn0000578	ena
enc	FBgn0004875	enc
endos	FBgn0061515	endos
enok	FBgn0034975	enok
ens	FBgn0264693	ens
epsilonCOP	FBgn0027496	epsilonCOP
ergic53	FBgn0035909	ergic53
esc	FBgn0000588	esc
escl	FBgn0032391	escl
esg	FBgn0287768	esg
esn	FBgn0263934	esn
et	FBgn0031055	et
et	FBgn0260936	scny
euc	FBgn0038665	euc
ewg	FBgn0005427	ewg
ewg	FBal0003887	ewg[1]
ex	FBgn0004583	ex
exd	FBgn0000611	exd
exex	FBgn0041156	exex
exp	FBgn0033668	exp
exp	FBgn0004583	ex
exu	FBgn0000615	exu
ey	FBgn0005558	ey
ey	FBal0003920	ey[1]
ey	FBtp0002646	P{GAL4-ey.H}
eya	FBgn0000320	eya
eya	FBal0028035	eya[1]
eya	FBal0042909	eya[unspecified]
eyg	FBgn0000625	eyg
eys	FBgn0031414	eys
f	FBgn0262111	f
f	FBal0003944	f[1]
f	FBal0009786	l(3)68Aa[6]
f	FBal0009821	l(3)68Bb[6]
f-cup	FBgn0028487	f-cup
fa2h	FBgn0050502	fa2h
fabp	FBgn0037913	fabp
faf	FBgn0005632	faf
fal	FBgn0028380	fal
fan	FBgn0028379	fan
fand	FBgn0033859	fand
fat-spondin	FBgn0026721	fat-spondin
fau	FBgn0266451	fau
fax	FBgn0014163	fax
fbl	FBgn0011205	fbl
fbp	FBgn0032820	fbp
fd102C	FBgn0039937	fd102C
fd19B	FBgn0031086	fd19B
fd3F	FBgn0264954	fd3F
fd96Ca	FBgn0004897	fd96Ca
fd96Cb	FBgn0004898	fd96Cb
fdl	FBgn0045063	fdl
fdl	FBal0125063	fdl[P]
fend	FBgn0030090	fend
feo	FBgn0030241	feo
fest	FBgn0034435	fest
fh	FBgn0030092	fh
fid	FBgn0259146	fid
fidipidine	FBgn0025519	fidipidine
fig	FBgn0039694	fig
fipi	FBgn0031627	fipi
firl	FBgn0032405	firl
fit	FBgn0038914	fit
fiz	FBgn0030594	fiz
fj	FBgn0000658	fj
fkh	FBgn0000659	fkh
fl(2)d	FBgn0000662	fl(2)d
flfl	FBgn0024555	flfl
fliI	FBgn0000709	fliI
fln	FBgn0005633	fln
flr	FBgn0260049	flr
flw	FBgn0000711	flw
flz	FBgn0286782	flz
fmt	FBgn0035688	fmt
fne	FBgn0086675	fne
fng	FBgn0011591	fng
fog	FBgn0000719	fog
foi	FBgn0024236	foi
foi	FBal0032031	foi[neo13]
fok	FBgn0263773	fok
fon	FBgn0032773	fon
for	FBgn0000721	for
form3	FBgn0053556	form3
foxo	FBgn0038197	foxo
fra	FBgn0011592	fra
fra	FBgn0001297	kay
frac	FBgn0035798	frac
fray	FBgn0023083	fray
fred	FBgn0051774	fred
frj	FBgn0031815	frj
frm	FBgn0035612	frm
frma	FBgn0029769	frma
frtz	FBgn0086698	frtz
fru	FBgn0004652	fru
fru	FBal0004157	fru[1]
fry	FBgn0016081	fry
fry	FBgn0004652	fru
fs(1)K10	FBgn0000810	fs(1)K10
fs(1)K10	FBal0004297	fs(1)K10[1]
fs(1)K10	FBal0060403	fs(1)K10[unspecified]
fs(1)M3	FBgn0005390	fs(1)M3
fs(1)N	FBgn0004650	fs(1)N
fs(1)Ya	FBgn0000927	fs(1)Ya
fs(1)Yb	FBgn0000928	fs(1)Yb
fs(1)h	FBgn0004656	fs(1)h
fs(2)ltoPP43	FBgn0004811	fs(2)ltoPP43
fs(2)ltoPP43	FBal0031332	fs(2)ltoPP43[PP43]
fsd	FBgn0033813	fsd
ft	FBgn0001075	ft
ftz-f1	FBgn0001078	ftz-f1
fu	FBgn0001079	fu
fus	FBgn0023441	fus
fusl	FBgn0031702	fusl
fuss	FBgn0039932	fuss
futsch	FBgn0259108	futsch
fw	FBgn0001083	fw
fwd	FBgn0004373	fwd
fwd	FBal0095413	fwd[3]
fwe	FBgn0261722	fwe
fws	FBgn0024689	fws
fy	FBgn0001084	fy
fy	FBal0004915	fy[1]
fz	FBgn0001085	fz
fz	FBab0002371	Df(3L)fz-GF3b
fz	FBab0002372	Df(3L)fz-GS1a
fz2	FBgn0016797	fz2
fz3	FBgn0027343	fz3
fz4	FBgn0027342	fz4
fzo	FBgn0011596	fzo
fzr	FBgn0262699	fzr
fzr2	FBgn0034937	fzr2
g	FBgn0001087	g
g	FBal0004957	g[1]
g	FBal0009787	l(3)68Aa[7]
g	FBal0009822	l(3)68Bb[7]
g	FBgn0041709	yellow-g
galectin	FBgn0031213	galectin
galene	FBgn0035192	galene
galla-1	FBgn0034543	galla-1
galla-2	FBgn0036107	galla-2
gammaCOP	FBgn0028968	gammaCOP
gammaSnap1	FBgn0028552	gammaSnap1
gammaSnap2	FBgn0266721	gammaSnap2
gammaTub23C	FBgn0260639	gammaTub23C
garz	FBgn0264560	garz
gas	FBgn0034736	gas
gas	FBgn0000808	gd
gb	FBgn0039487	gb
gbb	FBgn0024234	gbb
gce	FBgn0261703	gce
gcl	FBgn0005695	gcl
gd	FBgn0000808	gd
gd	FBgn0261983	l(2)gd1
gdl	FBgn0001099	gdl
gdl	FBgn0011745	Arp1
gek	FBgn0023081	gek
geko	FBgn0020300	geko
geminin	FBgn0033081	geminin
gfzf	FBgn0250732	gfzf
ghi	FBgn0266124	ghi
gig	FBgn0005198	gig
gish	FBgn0250823	gish
gkt	FBgn0260817	gkt
gl	FBgn0004618	gl
gl	FBgn0001108	DCTN1-p150
gl	FBgn0002121	l(2)gl
glec	FBgn0015229	glec
glo	FBgn0259139	glo
glo	FBgn0084970	gloin
glob1	FBgn0027657	glob1
glob2	FBgn0250846	glob2
glu	FBgn0015391	glu
glu	FBgn0024963	GluClalpha
gnu	FBgn0001120	gnu
gnu	FBal0005121	gnu[305]
gny	FBgn0032234	gny
goddard	FBgn0036438	gdrd
goe	FBgn0027528	goe
gogo	FBgn0052227	gogo
gol	FBgn0004919	gol
gom	FBgn0029084	gom
gpp	FBgn0264495	gpp
gprs	FBgn0024232	gprs
grass	FBgn0039494	grass
grau	FBgn0001133	grau
grh	FBgn0259211	grh
grim	FBgn0015946	grim
grk	FBgn0001137	grk
grn	FBgn0001138	grn
grnd	FBgn0032682	grnd
gro	FBgn0001139	gro
gro	FBal0003347	E(spl)m8-HLH[r26]
gro	FBal0005217	gro[1]
grp	FBgn0261278	grp
grp	FBgn0264495	gpp
grsm	FBgn0040493	grsm
gry	FBgn0286567	gry
gsb-n	FBgn0001147	gsb-n
gskt	FBgn0046332	gskt
gt	FBgn0001150	gt
gudu	FBgn0031905	gudu
gukh	FBgn0026239	gukh
gus	FBgn0026238	gus
gus	FBgn0270927	betaGlu
gw	FBgn0051992	gw
gwl	FBgn0260399	gwl
gzl	FBgn0037442	gzl
h	FBgn0001168	h
h	FBal0009788	l(3)68Aa[8]
h	FBal0009823	l(3)68Bb[8]
h	FBgn0001169	H
h	FBgn0039896	yellow-h
h	FBti0004137	P{GAL4}h[H10]
h-cup	FBgn0038334	h-cup
haf	FBgn0261509	haf
halo	FBgn0001174	halo
ham	FBgn0045852	ham
ham	FBgn0000158	bam
hang	FBgn0026575	hang
hay	FBgn0001179	hay
hb	FBgn0001180	hb
hbn	FBgn0008636	hbn
hbs	FBgn0287864	hbs
hd	FBgn0086695	hd
hdc	FBgn0010113	hdc
hdc	FBgn0005619	Hdc
hdly	FBgn0038842	hdly
hdm	FBgn0029977	hdm
hebe	FBgn0033448	hebe
hec	FBgn0030437	hec
heix	FBgn0028375	heix
hep	FBgn0010303	hep
heph	FBgn0011224	heph
her	FBgn0001185	her
hfp	FBgn0028577	hfp
hfw	FBgn0001189	hfw
hgo	FBgn0040211	hgo
hid	FBgn0003997	hid
hid	FBal0065920	hid[unspecified]
hig	FBgn0010114	hig
hiw	FBgn0030600	hiw
hkb	FBgn0261434	hkb
hmw	FBgn0038607	hmw
hng1	FBgn0034599	hng1
hng2	FBgn0037634	hng2
hng3	FBgn0035160	hng3
hob	FBgn0035420	hob
hoe1	FBgn0041150	hoe1
hoe2	FBgn0031649	hoe2
hog	FBgn0266710	hog
hog	FBal0290175	hog[1]
hoip	FBgn0286786	hoip
holn1	FBgn0032250	holn1
homer	FBgn0025777	homer
hook	FBgn0001202	hook
hop	FBgn0004864	hop
hop	FBgn0024352	Stip1
how	FBgn0264491	how
how	FBti0150063	P{GawB}how[24B]
hpRNA:CR18854	FBgn0285991	hpRNA:CR18854
hpRNA:CR32207	FBgn0052207	hpRNA:CR32207
hpRNA:CR33940	FBgn0062928	hpRNA:CR33940
hpRNA:CR46342	FBgn0285992	hpRNA:CR46342
hpo	FBgn0261456	hpo
hppy	FBgn0263395	hppy
hrg	FBgn0015949	hrg
hrm	FBgn0033028	hrm
hth	FBgn0001235	hth
htk	FBgn0085451	htk
htl	FBgn0010389	htl
hts	FBgn0263391	hts
htt	FBgn0027655	htt
hui	FBgn0033968	hui
hwt	FBgn0264542	hwt
hwt	FBtp0079736	P{UAS-TARDBP.YFP.E}
hyd	FBgn0002431	hyd
hydra	FBgn0031128	hydra
hyx	FBgn0037657	hyx
hzg	FBgn0036556	hzg
iPLA2-VIA	FBgn0036053	iPLA2-VIA
iav	FBgn0086693	iav
iav	FBal0005570	iav[K1]
iav	FBal0092956	iav[hypoB-1]
icln	FBgn0029079	icln
ics	FBgn0028546	ics
ics	FBal0137650	ics[BG02577]
ida	FBgn0041147	ida
if	FBgn0001250	if
ifc	FBgn0001941	ifc
igl	FBgn0013467	igl
ihog	FBgn0031872	ihog
imd	FBgn0013983	imd
imd	FBal0045906	imd[1]
in	FBgn0001259	in
in	FBgn0001250	if
in	FBgn0001269	inv
inaC	FBgn0004784	inaC
inaD	FBgn0001263	inaD
inaE	FBgn0261244	inaE
inaF-A	FBgn0085351	inaF-A
inaF-D	FBgn0260812	inaF-D
inc	FBgn0025394	inc
ind	FBgn0025776	ind
ine	FBgn0011603	ine
insb	FBgn0034224	insb
insc	FBgn0011674	insc
insv	FBgn0031434	insv
inv	FBgn0001269	inv
inv	FBgn0086359	Invadolysin
iotaTry	FBgn0015001	iotaTry
isoQC	FBgn0036999	isoQC
isopeptidase-T-3	FBgn0028372	Kpc2
ix	FBgn0001276	ix
ix	FBal0005628	ix[1]
ix	FBal0005629	ix[2]
jagn	FBgn0037374	jagn
janA	FBgn0001280	janA
janB	FBgn0001281	janB
jar	FBgn0011225	jar
jb	FBgn0031104	jb
jbug	FBgn0028371	jbug
jdp	FBgn0027654	jdp
jeb	FBgn0086677	jeb
jef	FBgn0033958	jef
jet	FBgn0031652	jet
jhamt	FBgn0028841	jhamt
jigr1	FBgn0039350	jigr1
jim	FBgn0027339	jim
jing	FBgn0086655	jing
jnj	FBgn0266282	jnj
jp	FBgn0032129	jp
jtb	FBgn0034126	jtb
jub	FBgn0030530	jub
jumu	FBgn0015396	jumu
jus	FBgn0039647	jus
jv	FBgn0263973	jv
jvl	FBgn0263929	jvl
kappaB-Ras	FBgn0040513	kappaB-Ras
kar	FBgn0001296	kar
kar	FBal0103783	kar[K]
kat-60L1	FBgn0037375	kat-60L1
kat80	FBgn0040207	kat80
kay	FBgn0001297	kay
kcc	FBgn0261794	kcc
kdn	FBgn0261955	kdn
kdn	FBal0005683	kdn[PC64]
kek1	FBgn0015399	kek1
kek2	FBgn0015400	kek2
kek3	FBgn0028370	kek3
kek4	FBgn0032484	kek4
kek5	FBgn0031016	kek5
kek5	FBtp0018362	P{UAS-kek5.GFP}
kek6	FBgn0039862	kek6
kel	FBgn0001301	kel
ken	FBgn0011236	ken
ken	FBal0028265	ken[1]
kermit	FBgn0010504	kermit
key	FBgn0041205	key
kibra	FBgn0262127	kibra
kin17	FBgn0024887	kin17
kirre	FBgn0028369	kirre
kis	FBgn0266557	kis
kkv	FBgn0001311	kkv
kl-2	FBgn0001313	kl-2
kl-3	FBgn0267432	kl-3
kl-5	FBgn0267433	kl-5
klar	FBgn0001316	klar
klg	FBgn0017590	klg
klu	FBgn0013469	klu
kmr	FBgn0085412	kmr
kn	FBgn0001319	kn
kn	FBal0005770	kn[1]
kn	FBgn0001320	kni
kni	FBgn0001320	kni
knk	FBgn0001321	knk
knon	FBgn0285943	knon
knrl	FBgn0001323	knrl
ko	FBgn0020294	ko
