SYMBOL	FLYBASE	GENENAME	module
Vha44	FBgn0262511	Vacuolar H[+] ATPase 44kD subunit	4
Vha55	FBgn0005671	Vacuolar H[+]-ATPase 55kD subunit	4
Vha68-1	FBgn0265262	Vacuolar H[+] ATPase 68kD subunit 1	4
VhaAC39-1	FBgn0285910	Vacuolar H[+] ATPase AC39 subunit 1	4
VhaAC45	FBgn0262515	Vacuolar H[+] ATPase AC45 accessory subunit	4
VhaM9.7-a	FBgn0035521	Vacuolar H[+] ATPase M9.7 subunit a	4
VhaPPA1-1	FBgn0028662	Vacuolar H[+] ATPase PPA1 subunit 1	4
VhaSFD	FBgn0027779	Vacuolar H[+]-ATPase SFD subunit	4
vig	FBgn0024183	vasa intronic gene	4
vih	FBgn0264848	vihar	4
Vps24	FBgn0037231	Vacuolar protein sorting 24	4
Vps28	FBgn0021814	Vacuolar protein sorting 28	4
Vps37B	FBgn0037299	Vacuolar protein sorting 37B	4
Vti1a	FBgn0260862	Vesicle transport through interaction with t-SNAREs 1a	4
Vti1b	FBgn0264751	Vesicle transport through interaction with t-SNAREs 1b	4
Wbp2	FBgn0036318	WW domain binding protein 2	4
Yeti	FBgn0267398	yeti	4
Yippee	FBgn0026749	yippee	4
Ypel	NA	NA	4
Acn	FBgn0263198	Acinus	5
Act5C	FBgn0000042	Actin 5C	5
alphaTub84B	FBgn0003884	alpha-Tubulin at 84B	5
Ank2	FBgn0261788	Ankyrin 2	5
AP-1gamma	FBgn0030089	Adaptor Protein complex 1, gamma subunit	5
aqz	FBgn0286516	aaquetzalli	5
ari-1	FBgn0017418	ariadne 1	5
awd	FBgn0000150	abnormal wing discs	5
bcn92	FBgn0013432	bcn92	5
betaTub56D	FBgn0284243	beta-Tubulin at 56D	5
Blimp-1	FBgn0035625	Blimp-1	5
Bsg	FBgn0261822	Basigin	5
bun	FBgn0259176	bunched	5
Calr	FBgn0005585	Calreticulin	5
CaMKII	FBgn0264607	Calcium/calmodulin-dependent protein kinase II	5
cass	FBgn0286781	cassowary	5
cathD	FBgn0029093	cathepsin D	5
caz	FBgn0285954	cabeza	5
CG10077	FBgn0035720	uncharacterized protein	5
CG11155	FBgn0039927	uncharacterized protein	5
CG11360	FBgn0039920	uncharacterized protein	5
CG12605	FBgn0035481	uncharacterized protein	5
CG15098	FBgn0034398	uncharacterized protein	5
CG1677	FBgn0029941	uncharacterized protein	5
CG17321	FBgn0032719	uncharacterized protein	5
CG2918	FBgn0023529	uncharacterized protein	5
CG31650	FBgn0031673	uncharacterized protein	5
CG31712	FBgn0051712	uncharacterized protein	5
CG32486	FBgn0266918	uncharacterized protein	5
CG33229	FBgn0053229	uncharacterized protein	5
CG42450	FBgn0259927	uncharacterized protein	5
CG42724	FBgn0261641	uncharacterized protein	5
CG45050	FBgn0266410	uncharacterized protein	5
CG4887	FBgn0031318	uncharacterized protein	5
CG5746	FBgn0039186	uncharacterized protein	5
CG6770	FBgn0032400	uncharacterized protein	5
CG9005	FBgn0033638	uncharacterized protein	5
CG9813	FBgn0038143	uncharacterized protein	5
chinmo	FBgn0086758	Chronologically inappropriate morphogenesis	5
CHOp24	FBgn0029709	CHOp24	5
chrb	FBgn0036165	charybde	5
cic	FBgn0262582	capicua	5
CNBP	FBgn0034802	CCHC-type zinc finger nucleic acid binding protein	5
Cyp1	FBgn0004432	Cyclophilin 1	5
dnc	FBgn0000479	dunce	5
Dpm3	NA	NA	5
Dyb	FBgn0033739	Dystrobrevin	5
dysc	FBgn0264006	dyschronic	5
eEF1alpha1	FBgn0284245	eukaryotic translation elongation factor 1 alpha 1	5
eEF1alpha2	FBgn0000557	eukaryotic translation elongation factor 1 alpha 2	5
eEF1beta	FBgn0028737	eukaryotic translation elongation factor 1 beta	5
eEF1gamma	FBgn0029176	eukaryotic translation elongation factor 1 gamma	5
egh	FBgn0001404	egghead	5
eIF3b	FBgn0034237	eukaryotic translation initiation factor 3 subunit b	5
eIF3c	FBgn0034258	eukaryotic translation initiation factor 3 subunit c	5
eIF3f1	FBgn0037270	eukaryotic translation initiation factor 3 subunit f1	5
eIF3h	FBgn0022023	eukaryotic translation initiation factor 3 subunit h	5
eIF3i	FBgn0015834	eukaryotic translation initiation factor 3 subunit i	5
eIF3k	FBgn0034654	eukaryotic translation initiation factor 3 subunit k	5
eIF3l	FBgn0036258	eukaryotic translation initiation factor 3 subunit l	5
eIF3m	FBgn0033902	eukaryotic translation initiation factor 3 subunit m	5
eIF4H1	FBgn0262734	eukaryotic translation initiation factor 4H1	5
Eip75B	FBgn0000568	Ecdysone-induced protein 75B	5
elav	FBgn0260400	embryonic lethal abnormal vision	5
EMC10	FBgn0052441	ER membrane protein complex subunit 10	5
ERp44	NA	NA	5
flw	FBgn0000711	flapwing	5
fne	FBgn0086675	found in neurons	5
fok	FBgn0263773	fledgling of Klp38B	5
FoxP	FBgn0262477	Forkhead box P	5
fru	FBgn0004652	fruitless	5
ftz-f1	FBgn0001078	ftz transcription factor 1	5
G9a	FBgn0040372	G9a	5
GCS2alpha	FBgn0027588	Glucosidase 2 alpha subunit	5
glec	FBgn0015229	gliolectin	5
gw	FBgn0051992	gawky	5
Hel25E	FBgn0014189	Helicase at 25E	5
HINT1	FBgn0031459	histidine triad nucleotide binding protein 1	5
His4r	FBgn0013981	Histone H4 replacement	5
HmgD	FBgn0004362	High mobility group protein D	5
Hrb27C	FBgn0004838	Heterogeneous nuclear ribonucleoprotein at 27C	5
Hrb87F	FBgn0004237	Heterogeneous nuclear ribonucleoprotein at 87F	5
Hrb98DE	FBgn0001215	Heterogeneous nuclear ribonucleoprotein at 98DE	5
Hsc70-3	FBgn0001218	Heat shock 70-kDa protein cognate 3	5
Hsc70-4	FBgn0266599	Heat shock protein cognate 4	5
Jafrac1	FBgn0040309	thioredoxin peroxidase 1	5
l(1)G0320	FBgn0028327	lethal (1) G0320	5
l(3)80Fj	FBgn0287182	lethal (3) 80Fj	5
l(3)L1231	FBgn0086686	lethal (3) L1231	5
Lk6	FBgn0017581	Lk6 kinase	5
lncRNA:noe	FBgn0026197	long non-coding RNA:noe	5
lost	FBgn0263594	lost	5
MED21	FBgn0040020	Mediator complex subunit 21	5
MFS17	FBgn0058263	Major Facilitator Superfamily Transporter 17	5
Mnn1	FBgn0031885	Menin 1	5
Msp300	FBgn0261836	Muscle-specific protein 300 kDa	5
mtd	FBgn0013576	mustard	5
mts	FBgn0004177	microtubule star	5
Nacalpha	FBgn0086904	Nascent polypeptide associated complex protein alpha subunit	5
nAChRalpha5	FBgn0028875	nicotinic Acetylcholine Receptor alpha5	5
nej	FBgn0261617	nejire	5
norpA	FBgn0262738	no receptor potential A	5
Nurf-38	FBgn0016687	Nucleosome remodeling factor - 38kD	5
orb2	FBgn0264307	orb2	5
p120ctn	FBgn0260799	Adherens junction protein p120	5
pAbp	FBgn0265297	poly(A) binding protein	5
para	FBgn0285944	paralytic	5
Pep	FBgn0004401	Protein on ecdysone puffs	5
PHGPx	FBgn0035438	PHGPx	5
phyl	FBgn0013725	phyllopod	5
PPP4R2r	FBgn0030208	Protein phosphatase 4 regulatory subunit 2-related protein	5
Prosap	FBgn0040752	prosap	5
prtp	FBgn0030329	pretaporter	5
Rack1	FBgn0020618	Receptor of activated protein kinase C 1	5
Rbp1	FBgn0260944	RNA-binding protein 1	5
Rbp1-like	FBgn0030479	Rbp1-like	5
rdgB	FBgn0003218	retinal degeneration B	5
Rdh	FBgn0064227	Red herring	5
RhoGDI	FBgn0036921	RhoGDI	5
rin	FBgn0015778	rasputin	5
ringer	FBgn0266417	ringmaker	5
rl	FBgn0003256	rolled	5
Rnf11	NA	NA	5
RpL10Ab	FBgn0036213	Ribosomal protein L10Ab	5
RpL12	FBgn0034968	Ribosomal protein L12	5
RpL13	FBgn0011272	Ribosomal protein L13	5
RpL13A	FBgn0037351	Ribosomal protein L13A	5
RpL14	FBgn0017579	Ribosomal protein L14	5
RpL17	FBgn0029897	Ribosomal protein L17	5
RpL18	FBgn0035753	Ribosomal protein L18	5
RpL18A	FBgn0010409	Ribosomal protein L18A	5
RpL21	FBgn0032987	Ribosomal protein L21	5
RpL22	FBgn0015288	Ribosomal protein L22	5
RpL23A	FBgn0026372	Ribosomal protein L23A	5
RpL26	FBgn0036825	Ribosomal protein L26	5
RpL27	FBgn0039359	Ribosomal protein L27	5
RpL27A	FBgn0285948	Ribosomal protein L27A	5
RpL28	FBgn0035422	Ribosomal protein L28	5
RpL29	FBgn0016726	Ribosomal protein L29	5
RpL3	FBgn0020910	Ribosomal protein L3	5
RpL30	FBgn0086710	Ribosomal protein L30	5
RpL31	FBgn0285949	Ribosomal protein L31	5
RpL32	FBgn0002626	Ribosomal protein L32	5
RpL34a	FBgn0039406	Ribosomal protein L34a	5
RpL34b	FBgn0037686	Ribosomal protein L34b	5
RpL35	FBgn0029785	Ribosomal protein L35	5
RpL35A	FBgn0037328	Ribosomal protein L35A	5
RpL36A	FBgn0031980	Ribosomal protein L36A	5
RpL38	FBgn0040007	Ribosomal protein L38	5
RpL39	FBgn0023170	Ribosomal protein L39	5
RpL4	FBgn0003279	Ribosomal protein L4	5
RpL40	FBgn0003941	Ribosomal protein L40	5
RpL41	FBgn0066084	Ribosomal protein L41	5
RpL5	FBgn0064225	Ribosomal protein L5	5
RpL6	FBgn0039857	Ribosomal protein L6	5
RpL7	FBgn0005593	Ribosomal protein L7	5
RpL7A	FBgn0014026	Ribosomal protein L7A	5
RpL8	FBgn0261602	Ribosomal protein L8	5
RpL9	FBgn0015756	Ribosomal protein L9	5
RpLP0	FBgn0000100	Ribosomal protein LP0	5
RpLP1	FBgn0002593	Ribosomal protein LP1	5
RpLP2	FBgn0003274	Ribosomal protein LP2	5
RpS10b	FBgn0285947	Ribosomal protein S10b	5
RpS11	FBgn0033699	Ribosomal protein S11	5
RpS12	FBgn0286213	Ribosomal protein S12	5
RpS13	FBgn0010265	Ribosomal protein S13	5
RpS14a	FBgn0004403	Ribosomal protein S14a	5
RpS14b	FBgn0004404	Ribosomal protein S14b	5
RpS15	FBgn0034138	Ribosomal protein S15	5
RpS15Aa	FBgn0010198	Ribosomal protein S15Aa	5
RpS16	FBgn0034743	Ribosomal protein S16	5
RpS17	FBgn0005533	Ribosomal protein S17	5
RpS19a	FBgn0010412	Ribosomal protein S19a	5
RpS2	FBgn0004867	Ribosomal protein S2	5
RpS20	FBgn0019936	Ribosomal protein S20	5
RpS21	FBgn0015521	Ribosomal protein S21	5
RpS23	FBgn0033912	Ribosomal protein S23	5
RpS24	FBgn0261596	Ribosomal protein S24	5
RpS25	FBgn0086472	Ribosomal protein S25	5
RpS26	FBgn0261597	Ribosomal protein S26	5
RpS27A	FBgn0003942	Ribosomal protein S27A	5
RpS28b	FBgn0030136	Ribosomal protein S28b	5
RpS29	FBgn0261599	Ribosomal protein S29	5
RpS3	FBgn0002622	Ribosomal protein S3	5
RpS30	FBgn0038834	Ribosomal protein S30	5
RpS3A	FBgn0017545	Ribosomal protein S3A	5
RpS4	FBgn0011284	Ribosomal protein S4	5
RpS5a	FBgn0002590	Ribosomal protein S5a	5
RpS6	FBgn0261592	Ribosomal protein S6	5
RpS8	FBgn0039713	Ribosomal protein S8	5
RpS9	FBgn0010408	Ribosomal protein S9	5
Rsf1	FBgn0011305	Repressor splicing factor 1	5
rudhira	FBgn0266019	rudhira	5
scyl	FBgn0041094	scylla	5
Sec61beta	FBgn0010638	Sec61 beta subunit	5
Septin4	NA	NA	5
sgg	FBgn0003371	shaggy	5
shot	FBgn0013733	short stop	5
sif	FBgn0085447	still life	5
simj	FBgn0010762	simjang	5
sky	FBgn0032901	skywalker	5
SmE	FBgn0261790	Small ribonucleoprotein particle protein SmE	5
Snap25	FBgn0011288	Synaptosomal-associated protein 25kDa	5
sqd	FBgn0263396	squid	5
Ssb-c31a	FBgn0015299	Single stranded-binding protein c31A	5
sta	FBgn0003517	stubarista	5
Su(var)205	FBgn0003607	Suppressor of variegation 205	5
su(w[a])	FBgn0003638	suppressor of white-apricot	5
Sumo	NA	NA	5
Sxl	FBgn0264270	Sex lethal	5
Syp	FBgn0038826	Syncrip	5
Syx1A	FBgn0013343	Syntaxin 1A	5
Tapdelta	FBgn0021795	Translocon-associated protein delta	5
Tctp	FBgn0037874	Translationally controlled tumor protein	5
ThrRS	FBgn0027081	Threonyl-tRNA synthetase	5
Tspo	FBgn0031263	Translocator protein	5
Uhg4	FBgn0083124	U snoRNA host gene 4	5
Uhg5	FBgn0083123	U snoRNA host gene 5	5
Unr	FBgn0263352	Upstream of N-ras	5
viaf	FBgn0036237	viral IAP-associated factor	5
wdb	FBgn0027492	widerborst	5
Xe7	FBgn0010772	Xe7	5
Xrp1	FBgn0261113	Xrp1	5
yps	FBgn0022959	ypsilon schachtel	5
ytr	FBgn0021895	yantar	5
Ctr9	FBgn0035205	Ctr9	6
Hsc70Cb	FBgn0026418	Hsc70Cb	6
Hsp68	FBgn0001230	Heat shock protein 68	6
Hsp83	FBgn0001233	Heat shock protein 83	6
l(1)G0469	FBgn0040153	lethal (1) G0469	6
lncRNA:alphagamma-element:CR32865	FBgn0052865	alphagamma-element:CR32865	6
