ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	GeneRatio1	desp	module.id
GO:0032446	protein modification by small protein conjugation	0.0851851851851852	244/12234	4.39635950252598e-09	2.83858278546428e-07	2.14727453597059e-07	Atg8a/CG13344/CG17059/CG4502/CG7220/eff/gzl/KLHL18/lwr/Ndfip/rdx/Roc1a/SCCRO/slmb/STUB1/Ubc4/Ubc6/UbcE2H/UbcE2M/Ubi-p5E/Ubi-p63E/Usp14/vih	23	23/270	protein modification by small protein conjugation	4
GO:0061025	membrane fusion	0.0444444444444444	62/12234	8.46981822521411e-09	4.88430604508911e-07	3.69478249858112e-07	Blos1/Arl8/nSyb/Rab3/Rab5/Rab7/shi/Syx17/Syx6/Syx7/Vti1a/Vti1b	12	12/270	membrane fusion	4
GO:0046903	secretion	0.0851851851851852	253/12234	8.80653273649321e-09	4.88430604508911e-07	3.69478249858112e-07	AdipoR/Arf102F/Bet3/CG5021/Csp/gammaSnap1/Arl8/jagn/nSyb/Rab1/Rab2/Rab3/Rab7/RabX4/Rop/stmA/Syt7/Syx17/Syx6/Syx7/Tango11/Tango9/veli	23	23/270	secretion	4
GO:0007268	chemical synaptic transmission	0.0962962962962963	319/12234	9.07769838013464e-09	4.88430604508911e-07	3.69478249858112e-07	Arf102F/Atg1/Atpalpha/Blos1/Cbp53E/CG1909/CG7781/Csp/gammaSnap1/Arl8/lap/nSyb/Pgk/Pka-R1/Rab3/Rop/Sap47/Sh/shi/slo/stmA/Syt7/Syx17/Syx6/Syx7/veli	26	26/270	chemical synaptic transmission	4
GO:0098916	anterograde trans-synaptic signaling	0.0962962962962963	319/12234	9.07769838013464e-09	4.88430604508911e-07	3.69478249858112e-07	Arf102F/Atg1/Atpalpha/Blos1/Cbp53E/CG1909/CG7781/Csp/gammaSnap1/Arl8/lap/nSyb/Pgk/Pka-R1/Rab3/Rop/Sap47/Sh/shi/slo/stmA/Syt7/Syx17/Syx6/Syx7/veli	26	26/270	anterograde trans-synaptic signaling	4
GO:0006906	vesicle fusion	0.0407407407407407	54/12234	2.03851192046674e-08	9.40142283320017e-07	7.11180098568847e-07	Blos1/Arl8/nSyb/Rab3/Rab5/Rab7/Syx17/Syx6/Syx7/Vti1a/Vti1b	11	11/270	vesicle fusion	4
GO:0070887	cellular response to chemical stimulus	0.114814814814815	474/12234	5.79076778061176e-08	2.41149506650489e-06	1.82419972968225e-06	AdipoR/Atg1/Atg18b/BI-1/Cdc37/CG32276/Chd64/Drat/eIF2Bbeta/MsrA/sotv/Gbeta5/GlyP/Grx1/HDAC4/Hr38/kcc/lwr/Pka-R2/Pp2A-29B/RabX4/rdx/Rheb/Roc1a/Sh/SkpA/slmb/STUB1/Syt7/Vha68-1/VhaAC39-1	31	31/270	cellular response to chemical stimulus	4
GO:0008589	regulation of smoothened signaling pathway	0.0481481481481481	88/12234	6.06073573519773e-08	2.41149506650489e-06	1.82419972968225e-06	CkIalpha/eff/sotv/lwr/Pka-R1/Pp1alpha-96A/Pp2A-29B/rdx/Roc1a/slmb/sqh/Ubc4/UbcE2M	13	13/270	regulation of smoothened signaling pathway	4
GO:0012501	programmed cell death	0.0888888888888889	320/12234	1.67506458474406e-07	5.79392875115936e-06	4.38287575557092e-06	alpha4GT1/arm/Atg1/Atg101/Atg8a/BI-1/Cdk5/Cdk5alpha/ctp/Den1/Fis1/futsch/fwe/lncRNA:Hsromega/lola/qkr58E-3/rdx/shi/sigmar/SkpA/slmb/Tango9/Ubc6/Ubi-p63E	24	24/270	programmed cell death	4
GO:0048284	organelle fusion	0.0444444444444444	83/12234	2.51536770714172e-07	7.98751003265176e-06	6.04223240792938e-06	Blos1/Eno/Arl8/nSyb/Rab3/Rab5/Rab7/Syx17/Syx6/Syx7/Vti1a/Vti1b	12	12/270	organelle fusion	4
GO:0007269	neurotransmitter secretion	0.0481481481481481	99/12234	2.51542649453669e-07	7.98751003265176e-06	6.04223240792938e-06	Arf102F/Csp/gammaSnap1/Arl8/nSyb/Rab3/Rop/stmA/Syt7/Syx17/Syx6/Syx7/veli	13	13/270	neurotransmitter secretion	4
GO:0048585	negative regulation of response to stimulus	0.0962962962962963	389/12234	4.81280047931541e-07	1.39140216842298e-05	1.05254018337896e-05	AMPKalpha/Atg1/BI-1/Cbp53E/CG30423/CkIalpha/Csp/eff/GlyP/lwr/Ndfip/Nxt1/Pka-R1/Pp1alpha-96A/Pp2A-29B/rdx/Rheb/Roc1a/SkpA/slmb/Socs36E/sqh/STUB1/Tango9/Ubc6/UbcE2M	26	26/270	negative regulation of response to stimulus	4
GO:0032482	Rab protein signal transduction	0.0333333333333333	46/12234	5.86087940030426e-07	1.56097244324345e-05	1.18081332554134e-05	Rab1/Rab14/Rab18/Rab2/Rab3/Rab4/Rab5/Rab7/RabX4	9	9/270	Rab protein signal transduction	4
GO:0001505	regulation of neurotransmitter levels	0.0481481481481481	110/12234	8.68589620454496e-07	2.10307261852545e-05	1.59089046272718e-05	Arf102F/Csp/gammaSnap1/Arl8/nSyb/Rab3/Rop/stmA/Syt7/Syx17/Syx6/Syx7/veli	13	13/270	regulation of neurotransmitter levels	4
GO:0006812	cation transport	0.0925925925925926	385/12234	1.37258877481822e-06	3.12788759626223e-05	2.36612207374237e-05	Atpalpha/CD98hc/CG33181/CG7781/Fkbp12/fwe/Ndfip/nrv2/PMCA/Sh/slo/Syt7/Vha100-1/Vha13/Vha14-1/Vha16-1/Vha36-1/Vha55/Vha68-1/VhaAC39-1/VhaAC45/ATP6AP2/VhaM9.7-a/VhaPPA1-1/VhaSFD	25	25/270	cation transport	4
GO:0006096	glycolytic process	0.0259259259259259	28/12234	1.87826617755189e-06	4.13431998399775e-05	3.12744798941655e-05	Eno/Gapdh1/Gapdh2/Pgi/Pgk/PyK/Tpi	7	7/270	glycolytic process	4
GO:0006757	ATP generation from ADP	0.0259259259259259	28/12234	1.87826617755189e-06	4.13431998399775e-05	3.12744798941655e-05	Eno/Gapdh1/Gapdh2/Pgi/Pgk/PyK/Tpi	7	7/270	ATP generation from ADP	4
GO:0009135	purine nucleoside diphosphate metabolic process	0.0259259259259259	30/12234	3.10963618945185e-06	6.2238991627142e-05	4.70813120370523e-05	Eno/Gapdh1/Gapdh2/Pgi/Pgk/PyK/Tpi	7	7/270	purine nucleoside diphosphate metabolic process	4
GO:0071417	cellular response to organonitrogen compound	0.0481481481481481	125/12234	3.73634964299358e-06	7.29418960986025e-05	5.51776319154714e-05	Cdc37/Gbeta5/GlyP/HDAC4/Hr38/Pp2A-29B/RabX4/Rheb/Roc1a/Sh/SkpA/slmb/STUB1	13	13/270	cellular response to organonitrogen compound	4
GO:0006006	glucose metabolic process	0.0296296296296296	43/12234	3.76571482181737e-06	7.29418960986025e-05	5.51776319154714e-05	Atg1/Eno/Gapdh1/Gapdh2/GlyP/Pgi/Pgk/Tpi	8	8/270	glucose metabolic process	4
GO:0006886	intracellular protein transport	0.0925925925925926	408/12234	3.89021151977989e-06	7.46073238991451e-05	5.64374615480314e-05	AP-1-2beta/Arf102F/Arl4/CG1695/CG3703/gammaSnap1/Kap-alpha3/Ntf-2/Nxt1/p/Rab1/Rab14/Rab18/Rab5/rdx/Rop/Syx17/Syx6/Syx7/TBC1D16/Trp1/Vps28/Vps37B/Vti1a/Vti1b	25	25/270	intracellular protein transport	4
GO:0007611	learning or memory	0.0555555555555556	167/12234	4.25032325826695e-06	7.91622706852219e-05	5.9883096918093e-05	14-3-3zeta/arm/Blos1/futsch/HDAC4/Mob2/Nipped-B/Pka-R1/Pkc98E/Sap47/Sh/shi/Socs36E/sra/ATP6AP2	15	15/270	learning or memory	4
GO:0050890	cognition	0.0555555555555556	167/12234	4.25032325826695e-06	7.91622706852219e-05	5.9883096918093e-05	14-3-3zeta/arm/Blos1/futsch/HDAC4/Mob2/Nipped-B/Pka-R1/Pkc98E/Sap47/Sh/shi/Socs36E/sra/ATP6AP2	15	15/270	cognition	4
GO:0008088	axo-dendritic transport	0.0296296296296296	44/12234	4.51543303466431e-06	8.17419980200446e-05	6.18345576414434e-05	Aplip1/Atg1/DCTN5-p25/Dlc90F/futsch/Arl8/Rab1/ATP6AP2	8	8/270	axo-dendritic transport	4
GO:0006836	neurotransmitter transport	0.0481481481481481	128/12234	4.87060433148357e-06	8.7355190648923e-05	6.6080713737087e-05	Arf102F/Csp/gammaSnap1/Arl8/nSyb/Rab3/Rop/stmA/Syt7/Syx17/Syx6/Syx7/veli	13	13/270	neurotransmitter transport	4
GO:0050803	regulation of synapse structure or activity	0.0592592592592593	191/12234	5.03551334307408e-06	8.86708122321318e-05	6.70759289335801e-05	Aplip1/Atg1/brat/Cdk5/EndoA/futsch/Mob2/Rab1/Rab2/Rab5/Rheb/Sh/shi/SkpA/slo/veli	16	16/270	regulation of synapse structure or activity	4
GO:0009725	response to hormone	0.0481481481481481	130/12234	5.78668180833745e-06	9.74678492413012e-05	7.37305361757962e-05	AdipoR/Cdc37/Chd64/GlyP/HDAC4/Hr38/Pp2A-29B/RabX4/Rheb/Roc1a/SkpA/slmb/STUB1	13	13/270	response to hormone	4
GO:0031647	regulation of protein stability	0.0333333333333333	60/12234	6.00359104460154e-06	9.93927850717366e-05	7.51866732711232e-05	14-3-3zeta/Cdc37/DnaJ-1/eff/lwr/Mlf/rdx/SkpA/stv	9	9/270	regulation of protein stability	4
GO:0010648	negative regulation of cell communication	0.0851851851851852	366/12234	6.37173051048771e-06	0.000102432404041209	7.748602365316e-05	AMPKalpha/Atg1/BI-1/CG30423/CkIalpha/eff/lwr/Ndfip/Pka-R1/Pp1alpha-96A/Pp2A-29B/rdx/Rheb/Roc1a/SkpA/slmb/slo/Socs36E/sqh/STUB1/Tango9/Ubc6/UbcE2M	23	23/270	negative regulation of cell communication	4
GO:0023057	negative regulation of signaling	0.0851851851851852	367/12234	6.66455906536088e-06	0.000105813532045935	8.0043711984317e-05	AMPKalpha/Atg1/BI-1/CG30423/CkIalpha/eff/lwr/Ndfip/Pka-R1/Pp1alpha-96A/Pp2A-29B/rdx/Rheb/Roc1a/SkpA/slmb/slo/Socs36E/sqh/STUB1/Tango9/Ubc6/UbcE2M	23	23/270	negative regulation of signaling	4
GO:0016052	carbohydrate catabolic process	0.0333333333333333	61/12234	6.90832275797404e-06	0.000108792042131672	8.2296835935814e-05	Atg1/Eno/Gapdh1/Gapdh2/GlyP/Pgi/Pgk/PyK/Tpi	9	9/270	carbohydrate catabolic process	4
GO:0043434	response to peptide hormone	0.0407407407407407	95/12234	7.46976976932682e-06	0.000115751552345488	8.75614275276036e-05	Cdc37/GlyP/HDAC4/Hr38/Pp2A-29B/RabX4/Rheb/Roc1a/SkpA/slmb/STUB1	11	11/270	response to peptide hormone	4
GO:1901652	response to peptide	0.0407407407407407	95/12234	7.46976976932682e-06	0.000115751552345488	8.75614275276036e-05	Cdc37/GlyP/HDAC4/Hr38/Pp2A-29B/RabX4/Rheb/Roc1a/SkpA/slmb/STUB1	11	11/270	response to peptide	4
GO:0046939	nucleotide phosphorylation	0.0259259259259259	34/12234	7.61936831702936e-06	0.000117132670080047	8.86061879474091e-05	Eno/Gapdh1/Gapdh2/Pgi/Pgk/PyK/Tpi	7	7/270	nucleotide phosphorylation	4
GO:0048489	synaptic vesicle transport	0.0222222222222222	24/12234	1.05302278243672e-05	0.000158116676711622	0.000119608952521576	Aplip1/Blos1/Cdk5/lap/Rop/shi	6	6/270	synaptic vesicle transport	4
GO:0006457	protein folding	0.0444444444444444	125/12234	2.01107268799879e-05	0.000286429985048063	0.000216672846880365	14-3-3zeta/Cdc37/Csp/DnaJ-1/Fkbp12/Hsp23/Hsp26/jdp/mlt/Pfdn1/Pfdn4/Pfdn6	12	12/270	protein folding	4
GO:0097479	synaptic vesicle localization	0.0222222222222222	27/12234	2.19044354610654e-05	0.000303063510629169	0.000229255444825586	Aplip1/Blos1/Cdk5/lap/Rop/shi	6	6/270	synaptic vesicle localization	4
GO:0007430	terminal branching, open tracheal system	0.0222222222222222	28/12234	2.73661179929327e-05	0.000365573590015936	0.000276541823928583	Cds/Rheb/Vha100-1/Vha13/VhaAC39-1/VhaPPA1-1	6	6/270	terminal branching, open tracheal system	4
GO:0007033	vacuole organization	0.0296296296296296	56/12234	2.87839876754383e-05	0.000381880713200849	0.000288877511493945	Atg101/Atg18b/Atg8a/EndoA/Eno/Rab1/Rab14/Rab7	8	8/270	vacuole organization	4
GO:0071495	cellular response to endogenous stimulus	0.062962962962963	245/12234	3.07163371267525e-05	0.000402010439287294	0.000304104845522329	AdipoR/Cdc37/Chd64/sotv/Gbeta5/GlyP/HDAC4/Hr38/lwr/Pp2A-29B/RabX4/Rheb/Roc1a/Sh/SkpA/slmb/STUB1	17	17/270	cellular response to endogenous stimulus	4
GO:0022411	cellular component disassembly	0.0481481481481481	154/12234	3.61232897017396e-05	0.000469602766122615	0.000355235741892063	Atg18b/Atg8a/CG31715/Fis1/futsch/mlt/Pp1alpha-96A/Rab1/ref(2)P/Syx17/Ubc6/Vha100-1/Vps28	13	13/270	cellular component disassembly	4
GO:0040007	growth	0.0888888888888889	439/12234	4.01343102497929e-05	0.000508105614077444	0.000384361608996985	AMPKalpha/arm/Atg1/Atpalpha/brat/Cdk5/CG9328/futsch/fwe/jagn/Mob2/Nipped-B/Rab5/Rheb/sbb/SCCRO/Sh/shi/SkpA/slo/sqh/Syx7/veli/Wbp2	24	24/270	growth	4
GO:1990778	protein localization to cell periphery	0.0333333333333333	76/12234	4.25289704994953e-05	0.000534926076996899	0.00040465021828638	arm/Ttc7/Rab1/Rab3/RabX4/sau/shi/stmA/veli	9	9/270	protein localization to cell periphery	4
GO:0009628	response to abiotic stimulus	0.0888888888888889	449/12234	5.73592486265459e-05	0.000703195345503921	0.000531939201120266	14-3-3zeta/Atpalpha/Cds/CG17059/DnaJ-1/Drat/eIF2Bbeta/Arl8/Gycalpha99B/Hsp23/Hsp26/Kap-alpha3/kcc/lap/Pis/Rop/Sh/stmA/Tpi/Tsp42Ej/Vha100-1/Vha68-1/VhaAC39-1/ATP6AP2	24	24/270	response to abiotic stimulus	4
GO:0006090	pyruvate metabolic process	0.0259259259259259	46/12234	6.04663433947537e-05	0.000732020669722736	0.000553744407930902	Eno/Gapdh1/Gapdh2/Pgi/Pgk/PyK/Tpi	7	7/270	pyruvate metabolic process	4
GO:0010623	programmed cell death involved in cell development	0.037037037037037	101/12234	7.61967105674154e-05	0.000916726884280023	0.000693467284144114	arm/Atg1/Atg101/Atg8a/BI-1/ctp/lola/shi/slmb/Ubi-p63E	10	10/270	programmed cell death involved in cell development	4
GO:0031667	response to nutrient levels	0.0481481481481481	172/12234	0.000113018856833545	0.00129536997447679	0.000979895663109905	AMPKalpha/Atg1/Atg8a/BI-1/EndoA/endos/Ggamma1/HDAC4/REPTOR-BP/Rheb/Sh/shi/Syx17	13	13/270	response to nutrient levels	4
GO:0022406	membrane docking	0.0259259259259259	52/12234	0.000135015959589517	0.00151686492533215	0.00114744774940214	nSyb/Rab3/RabX4/Rop/Syx17/Syx6/Syx7	7	7/270	membrane docking	4
GO:0009306	protein secretion	0.0333333333333333	88/12234	0.000135476320125174	0.00151686492533215	0.00114744774940214	AdipoR/Bet3/CG5021/Rab1/Rab2/Rab3/RabX4/Tango11/Tango9	9	9/270	protein secretion	4
GO:0072666	establishment of protein localization to vacuole	0.0185185185185185	24/12234	0.000152003784129348	0.00166345384100874	0.0012583364109905	p/Vps28/Vps37B/Vti1a/Vti1b	5	5/270	establishment of protein localization to vacuole	4
GO:0040008	regulation of growth	0.0666666666666667	306/12234	0.000153328731001724	0.00166852669635022	0.00126217382350325	AMPKalpha/Atg1/brat/Cdk5/CG9328/futsch/fwe/Mob2/Nipped-B/Rheb/sbb/SCCRO/shi/SkpA/slo/Syx7/veli/Wbp2	18	18/270	regulation of growth	4
GO:0042981	regulation of apoptotic process	0.0481481481481481	179/12234	0.000168661329558722	0.00182512287907958	0.00138063258303876	alpha4GT1/Atg1/BI-1/Den1/futsch/fwe/lncRNA:Hsromega/rdx/sigmar/SkpA/slmb/Tango9/Ubc6	13	13/270	regulation of apoptotic process	4
GO:0035592	establishment of protein localization to extracellular region	0.0333333333333333	91/12234	0.000175460783089412	0.00188815298246773	0.00142831233953486	AdipoR/Bet3/CG5021/Rab1/Rab2/Rab3/RabX4/Tango11/Tango9	9	9/270	establishment of protein localization to extracellular region	4
GO:0034330	cell junction organization	0.0740740740740741	367/12234	0.000186354307176258	0.0019860056168745	0.00150233395032433	Aplip1/arm/Atg1/Atpalpha/Blos1/brat/Cdk5/futsch/Arl8/Mob2/nrv2/Rab1/Rab2/Rab3/Rheb/shi/SkpA/slo/veli/ATP6AP2	20	20/270	cell junction organization	4
GO:0016322	neuron remodeling	0.0259259259259259	55/12234	0.000193580731026078	0.00203785802172561	0.00154155822418936	ctp/eff/Roc1a/shrb/SkpA/slmb/Vps28	7	7/270	neuron remodeling	4
GO:0050807	regulation of synapse organization	0.0444444444444444	160/12234	0.000222102494461113	0.00230060177417741	0.00174031338187374	Aplip1/Atg1/brat/Cdk5/futsch/Mob2/Rab1/Rab2/Rheb/SkpA/slo/veli	12	12/270	regulation of synapse organization	4
GO:0033227	dsRNA transport	0.0185185185185185	26/12234	0.000226901876504126	0.00230109389941619	0.0017406856549669	Bet3/Rab7/Trs20/Vha16-1/VhaSFD	5	5/270	dsRNA transport	4
GO:0071692	protein localization to extracellular region	0.0333333333333333	95/12234	0.000243645476485717	0.00243268705130327	0.00184023062001149	AdipoR/Bet3/CG5021/Rab1/Rab2/Rab3/RabX4/Tango11/Tango9	9	9/270	protein localization to extracellular region	4
GO:0001763	morphogenesis of a branching structure	0.0259259259259259	59/12234	0.000301917277810889	0.0029095212294512	0.00220093663635903	arm/Cds/Rheb/Vha100-1/Vha13/VhaAC39-1/VhaPPA1-1	7	7/270	morphogenesis of a branching structure	4
GO:0002790	peptide secretion	0.0333333333333333	98/12234	0.000308106113856567	0.00295446308188203	0.00223493335324826	AdipoR/Bet3/CG5021/Rab1/Rab2/Rab3/RabX4/Tango11/Tango9	9	9/270	peptide secretion	4
GO:0000422	autophagy of mitochondrion	0.0185185185185185	32/12234	0.00062345774417851	0.00553962224987969	0.00419050304150886	Atg18b/Atg8a/Fis1/ref(2)P/Ubc6	5	5/270	autophagy of mitochondrion	4
GO:0010647	positive regulation of cell communication	0.0777777777777778	439/12234	0.000736911099112956	0.0064588090451665	0.00488583115010829	14-3-3zeta/AdipoR/Cbp53E/Cdc37/Nulp1/CkIalpha/sotv/lncRNA:Hsromega/lola/lwr/Ndfip/Pka-R1/Pp1alpha-96A/Rab1/rdx/Rheb/sigmar/slmb/Ubc4/UbcE2M/ATP6AP2	21	21/270	positive regulation of cell communication	4
GO:0023056	positive regulation of signaling	0.0777777777777778	439/12234	0.000736911099112956	0.0064588090451665	0.00488583115010829	14-3-3zeta/AdipoR/Cbp53E/Cdc37/Nulp1/CkIalpha/sotv/lncRNA:Hsromega/lola/lwr/Ndfip/Pka-R1/Pp1alpha-96A/Rab1/rdx/Rheb/sigmar/slmb/Ubc4/UbcE2M/ATP6AP2	21	21/270	positive regulation of signaling	4
GO:0035088	establishment or maintenance of apical/basal cell polarity	0.0185185185185185	34/12234	0.000831051827440336	0.00715443284334191	0.00541204277799741	alc/AMPKalpha/Rab5/Syx7/veli	5	5/270	establishment or maintenance of apical/basal cell polarity	4
GO:0061245	establishment or maintenance of bipolar cell polarity	0.0185185185185185	34/12234	0.000831051827440336	0.00715443284334191	0.00541204277799741	alc/AMPKalpha/Rab5/Syx7/veli	5	5/270	establishment or maintenance of bipolar cell polarity	4
GO:1901700	response to oxygen-containing compound	0.0666666666666667	358/12234	0.000999636507556744	0.00845544067745595	0.00639620325680987	Cdc37/Drat/Gbeta5/GlyP/HDAC4/Hr38/Pka-R1/Pka-R2/Pkc98E/Pp2A-29B/PyK/RabX4/Rheb/Roc1a/Sh/SkpA/slmb/STUB1	18	18/270	response to oxygen-containing compound	4
GO:0051124	synaptic growth at neuromuscular junction	0.037037037037037	142/12234	0.0011960269172212	0.00985831548364878	0.00745742203257294	Atg1/Atpalpha/brat/Cdk5/futsch/Mob2/Rheb/SkpA/slo/veli	10	10/270	synaptic growth at neuromuscular junction	4
GO:0048589	developmental growth	0.0666666666666667	373/12234	0.00158530514600955	0.012533616603349	0.00948118050803563	arm/Atg1/Atpalpha/brat/Cdk5/futsch/jagn/Mob2/Rab5/Rheb/sbb/Sh/SkpA/slo/sqh/Syx7/veli/Wbp2	18	18/270	developmental growth	4
GO:0060033	anatomical structure regression	0.0222222222222222	58/12234	0.00169100785133138	0.0132610615709671	0.0100314635800268	Atg1/Atg101/Atg8a/BI-1/ctp/Ubi-p63E	6	6/270	anatomical structure regression	4
GO:0034329	cell junction assembly	0.0481481481481481	229/12234	0.00172757843528465	0.0134932235046224	0.0102070848128872	arm/Atg1/Atpalpha/brat/Cdk5/futsch/Arl8/Mob2/nrv2/Rheb/SkpA/slo/veli	13	13/270	cell junction assembly	4
GO:0035096	larval midgut cell programmed cell death	0.0148148148148148	25/12234	0.00203619103226879	0.0155279607460813	0.0117462822914138	Atg1/Atg101/Atg8a/Ubi-p63E	4	4/270	larval midgut cell programmed cell death	4
GO:0080134	regulation of response to stress	0.0555555555555556	295/12234	0.00233012139951992	0.0176918096469496	0.0133831475850088	Aplip1/BI-1/Cbp53E/Csp/GlyP/lncRNA:Hsromega/lola/Nxt1/Pp1alpha-96A/rdx/Rm62/sigmar/SkpA/slmb/Ubc6	15	15/270	regulation of response to stress	4
GO:0031399	regulation of protein modification process	0.0481481481481481	237/12234	0.00233848779193373	0.0176918096469496	0.0133831475850088	Atg8a/CG14408/CG17059/endos/Ndfip/Pka-R1/Pka-R2/PPP1R15/Rtf1/SCCRO/shi/stv/Yeti	13	13/270	regulation of protein modification process	4
GO:0034976	response to endoplasmic reticulum stress	0.0259259259259259	83/12234	0.00234733870896544	0.0176918096469496	0.0133831475850088	BI-1/Cdk5/Cdk5alpha/CG32276/PPP1R15/ReepA/Rpt4	7	7/270	response to endoplasmic reticulum stress	4
GO:1903431	positive regulation of cell maturation	0.0111111111111111	13/12234	0.00258029245315799	0.0190764369533092	0.014430562855749	ctp/Roc1a/slmb	3	3/270	positive regulation of cell maturation	4
GO:0009267	cellular response to starvation	0.0259259259259259	85/12234	0.00268868085101335	0.0196527351260863	0.0148665094125545	AMPKalpha/Atg1/Atg8a/BI-1/EndoA/HDAC4/Syx17	7	7/270	cellular response to starvation	4
GO:0007635	chemosensory behavior	0.0296296296296296	109/12234	0.00282141703523068	0.0204684823866735	0.0154835896433712	Blos1/Prps/futsch/Ggamma1/Pka-R1/Sh/shi/sra	8	8/270	chemosensory behavior	4
GO:0007424	open tracheal system development	0.0481481481481481	244/12234	0.00300932349784895	0.0215891096864201	0.0163312994503148	arm/Atpalpha/Cds/lolal/mbf1/nrv2/Rheb/shi/sqh/Vha100-1/Vha13/VhaAC39-1/VhaPPA1-1	13	13/270	open tracheal system development	4
GO:0033043	regulation of organelle organization	0.062962962962963	365/12234	0.00306689998876645	0.0219209788864967	0.0165823452490305	CG31715/endos/Eno/Fis1/futsch/Ggamma1/Kank/mlt/Nipped-B/Rab3/Rtf1/shi/sigmar/slmb/sqh/Tango9/vih	17	17/270	regulation of organelle organization	4
GO:0042127	regulation of cell population proliferation	0.0444444444444444	217/12234	0.0031869669421142	0.0225297626528292	0.0170428658602496	Bgb/brat/Cdc37/CG17059/lwr/Mlf/Pkc98E/Rab5/Rheb/slmb/Syx7/Tango9	12	12/270	regulation of cell population proliferation	4
GO:0048168	regulation of neuronal synaptic plasticity	0.0111111111111111	14/12234	0.00323081406307621	0.0227566794188313	0.0172145193332137	Rab3/Sap47/shi	3	3/270	regulation of neuronal synaptic plasticity	4
GO:0000278	mitotic cell cycle	0.0777777777777778	496/12234	0.0032831743358894	0.0230416981471658	0.0174301246207401	14-3-3zeta/AMPKalpha/Cdk5/CG3436/CG6443/ctp/Dlc90F/eff/endos/Nipped-B/Rab1/Rheb/Rpn10/sau/shi/shrb/SkpA/slmb/sqh/vih/Yeti	21	21/270	mitotic cell cycle	4
GO:0008355	olfactory learning	0.0185185185185185	46/12234	0.00330218038443721	0.0230914202334111	0.0174677373936409	Blos1/futsch/Pka-R1/shi/sra	5	5/270	olfactory learning	4
GO:0008582	regulation of synaptic growth at neuromuscular junction	0.0296296296296296	113/12234	0.00352501563590113	0.024472958016991	0.0185128155637592	brat/Cdk5/futsch/Mob2/Rheb/SkpA/slo/veli	8	8/270	regulation of synaptic growth at neuromuscular junction	4
GO:0045597	positive regulation of cell differentiation	0.0296296296296296	113/12234	0.00352501563590113	0.024472958016991	0.0185128155637592	Cdc37/ctp/DnaJ-1/Mlf/Rab1/Rheb/Roc1a/slmb	8	8/270	positive regulation of cell differentiation	4
GO:0051090	regulation of DNA-binding transcription factor activity	0.0148148148148148	29/12234	0.00356782791254669	0.0246817238092962	0.0186707385498684	14-3-3zeta/CG13344/HDAC4/lwr	4	4/270	regulation of DNA-binding transcription factor activity	4
GO:0008340	determination of adult lifespan	0.037037037037037	168/12234	0.00411122776425585	0.0278442244033692	0.0210630439743988	Atg8a/Atpalpha/Cdk5/Cdk5alpha/Dlc90F/MsrA/GlyP/Hsp26/Tpi/VhaSFD	10	10/270	determination of adult lifespan	4
GO:0002682	regulation of immune system process	0.0444444444444444	227/12234	0.00457400575251984	0.0300333869241727	0.0227190580107319	Bgb/DnaJ-1/GlyP/lola/lwr/Mlf/Ntf-2/Nxt1/Pp1alpha-96A/Rm62/SkpA/slmb	12	12/270	regulation of immune system process	4
GO:0010256	endomembrane system organization	0.037037037037037	171/12234	0.0046567700877425	0.0303709214139974	0.0229743893749338	CG9853/EndoA/jagn/Pkc98E/ReepA/ref(2)P/sau/shi/Vps24/Vps28	10	10/270	endomembrane system organization	4
GO:0016358	dendrite development	0.037037037037037	174/12234	0.00525777387242105	0.0331736416641029	0.0250945353348538	AMPKalpha/fs(1)h/futsch/jim/lola/Rab1/Rab5/robl/Rop/shrb	10	10/270	dendrite development	4
GO:0060249	anatomical structure homeostasis	0.037037037037037	174/12234	0.00525777387242105	0.0331736416641029	0.0250945353348538	alc/arm/Atg1/Atpalpha/Cbp53E/Csp/fwe/Pgk/sqh/Syx17	10	10/270	anatomical structure homeostasis	4
GO:0000904	cell morphogenesis involved in differentiation	0.0740740740740741	484/12234	0.00533213702663644	0.0335336020149181	0.025366830967457	AMPKalpha/Cdk5/Cdk5alpha/Fas1/fs(1)h/futsch/jim/lola/Oli/Pka-R2/Rab1/Rab5/Rheb/robl/sbb/SelR/Sh/shrb/slmb/sqh	20	20/270	cell morphogenesis involved in differentiation	4
GO:0007017	microtubule-based process	0.0740740740740741	485/12234	0.0054529928383587	0.0340724100900026	0.0257744177622931	14-3-3zeta/Aplip1/Atg1/ctp/DCTN5-p25/Dlc90F/futsch/ghi/Arl8/mlt/Pka-R1/Pp2A-29B/Rab1/robl/sau/sigmar/SkpA/slmb/Ubc6/ATP6AP2	20	20/270	microtubule-based process	4
GO:0051049	regulation of transport	0.0518518518518519	293/12234	0.00557816403487873	0.0347424557413508	0.0262812805434124	AdipoR/brat/CG7781/Fkbp12/lap/Rab1/Rab3/Rab4/Rab5/RabX4/rdx/Syt7/Syx7/Tango9	14	14/270	regulation of transport	4
GO:0051094	positive regulation of developmental process	0.0444444444444444	234/12234	0.00580533152353077	0.0360414332085869	0.0272639051307518	Atg1/Cdc37/ctp/DnaJ-1/Fis1/Mlf/Rab1/Rheb/Roc1a/Rop/slmb/Wbp2	12	12/270	positive regulation of developmental process	4
