module.id	SYMBOL	FLYBASE	GENENAME	phylostrata	phylostrata_name
4	GlyP	FBgn0004507	Glycogen phosphorylase	1	cellular_organisms
4	Eno	FBgn0000579	Enolase	1	cellular_organisms
4	CG3662	FBgn0031285	uncharacterized protein	1	cellular_organisms
4	CG11454	FBgn0031224	uncharacterized protein	1	cellular_organisms
4	CG3625	FBgn0031245	uncharacterized protein	2	Eukaryota
4	Syx7	FBgn0267849	Syntaxin 7	2	Eukaryota
4	CG7407	FBgn0037134	uncharacterized protein	11	Diptera
4	Csp	FBgn0004179	Cysteine string protein	1	cellular_organisms
4	jagn	FBgn0037374	jagunal	2	Eukaryota
4	Rpn5	FBgn0028690	Regulatory particle non-ATPase 5	1	cellular_organisms
4	Rm62	FBgn0003261	Rm62	1	cellular_organisms
4	CG2017	FBgn0037391	uncharacterized protein	1	cellular_organisms
4	Rheb	FBgn0041191	Ras homolog enriched in brain	1	cellular_organisms
4	CG2182	FBgn0037360	uncharacterized protein	2	Eukaryota
4	Pcmt	FBgn0086768	Protein-L-isoaspartate (D-aspartate) O-methyltransferase	1	cellular_organisms
4	Vps37B	FBgn0037299	Vacuolar protein sorting 37B	5	Eumetazoa
4	CG1161	FBgn0037313	uncharacterized protein	6	Bilateria
4	Ubc6	FBgn0004436	Ubiquitin conjugating enzyme 6	1	cellular_organisms
4	CG9853	FBgn0086605	uncharacterized protein	2	Eukaryota
4	Vps24	FBgn0037231	Vacuolar protein sorting 24	2	Eukaryota
4	Rpn11	FBgn0028694	Regulatory particle non-ATPase 11	1	cellular_organisms
4	Pfdn1	FBgn0031776	Prefoldin 1	2	Eukaryota
4	CG11050	FBgn0031836	uncharacterized protein	1	cellular_organisms
4	CG4502	FBgn0031896	uncharacterized protein	1	cellular_organisms
4	CG7781	FBgn0032021	uncharacterized protein	4	Metazoa
4	CG17294	FBgn0032032	uncharacterized protein	1	cellular_organisms
4	Trp1	FBgn0011584	Translocation protein 1	2	Eukaryota
4	SamDC	FBgn0019932	S-adenosylmethionine decarboxylase	1	cellular_organisms
4	CG31715	FBgn0051715	uncharacterized protein	1	cellular_organisms
4	STUB1	FBgn0027052	STIP1 homology and U-box containing protein 1	1	cellular_organisms
4	TBC1D16	FBgn0032249	TBC1 domain family member 16	2	Eukaryota
4	Usp14	FBgn0032216	Ubiquitin specific protease 14	2	Eukaryota
4	l(2)SH0834	FBgn0267365	lethal (2) SH0834	11	Diptera
4	CG6443	FBgn0032290	uncharacterized protein	2	Eukaryota
4	Rab14	FBgn0015791	Rab14	1	cellular_organisms
4	DCTN5-p25	FBgn0040228	Dynactin 5, p25 subunit	1	cellular_organisms
4	vig	FBgn0024183	vasa intronic gene	4	Metazoa
4	VhaSFD	FBgn0027779	Vacuolar H[+]-ATPase SFD subunit	2	Eukaryota
4	Oli	FBgn0032651	Olig family	4	Metazoa
4	Hr38	FBgn0014859	Hormone receptor-like in 38	4	Metazoa
4	Pomp	FBgn0032884	pomp	2	Eukaryota
4	CG9328	FBgn0032886	uncharacterized protein	6	Bilateria
4	Atg18b	FBgn0032935	Autophagy-related 18b	1	cellular_organisms
4	CG1943	FBgn0037468	uncharacterized protein	6	Bilateria
4	gzl	FBgn0037442	godzilla E3 ubiquitin protein ligase	1	cellular_organisms
4	p	FBgn0086679	pink	2	Eukaryota
4	ATP6AP2	FBgn0037671	ATPase H+ transporting accessory protein 2	3	Opisthokonta
4	SelR	FBgn0267376	Selenoprotein R	1	cellular_organisms
4	Tango9	FBgn0260744	Transport and Golgi organization 9	2	Eukaryota
4	Vha55	FBgn0005671	Vacuolar H[+]-ATPase 55kD subunit	1	cellular_organisms
4	VhaPPA1-1	FBgn0028662	Vacuolar H[+] ATPase PPA1 subunit 1	2	Eukaryota
4	Sap47	FBgn0013334	Synapse-associated protein 47kD	2	Eukaryota
4	Dlc90F	FBgn0024432	Dynein light chain 90F	2	Eukaryota
4	AdSS	FBgn0027493	Adenylosuccinate Synthetase	1	cellular_organisms
4	CG17272	FBgn0038830	uncharacterized protein	1	cellular_organisms
4	Rlip	FBgn0026056	Ral interacting protein	2	Eukaryota
4	Rab1	FBgn0285937	Rab1	1	cellular_organisms
4	PyK	FBgn0267385	Pyruvate kinase	1	cellular_organisms
4	TfIIA-S	FBgn0013347	Transcription-factor-IIA-S	2	Eukaryota
4	Pp1alpha-96A	FBgn0003134	Protein phosphatase 1alpha at 96A	1	cellular_organisms
4	RabX4	FBgn0051118	RabX4	1	cellular_organisms
4	CG5805	FBgn0039223	uncharacterized protein	2	Eukaryota
4	CG18766	FBgn0042111	uncharacterized protein	5	Eumetazoa
4	CG5934	FBgn0039505	uncharacterized protein	2	Eukaryota
4	CG5938	FBgn0046247	uncharacterized protein	4	Metazoa
4	Vha100-1	FBgn0028671	Vacuolar H[+] ATPase 100kD subunit 1	1	cellular_organisms
4	Gycalpha99B	FBgn0013972	Guanylyl cyclase alpha-subunit at 99B	1	cellular_organisms
4	CG7582	FBgn0039681	uncharacterized protein	1	cellular_organisms
4	Tpi	FBgn0086355	Triose phosphate isomerase	1	cellular_organisms
4	jdp	FBgn0027654	jdp	1	cellular_organisms
4	Lamp1	FBgn0032949	Lamp1	6	Bilateria
4	Ttc7	FBgn0021847	Tetratricopeptide repeat domain 7	1	cellular_organisms
4	Rab2	FBgn0014009	Rab2	1	cellular_organisms
4	phtf	FBgn0028579	phtf	2	Eukaryota
4	Vha16-1	FBgn0262736	Vacuolar H[+] ATPase 16kD subunit 1	1	cellular_organisms
4	CG11099	FBgn0034485	uncharacterized protein	1	cellular_organisms
4	Fkbp12	FBgn0013954	FK506-binding protein 12kD	1	cellular_organisms
4	lolal	FBgn0022238	lola like	2	Eukaryota
4	Rab4	FBgn0016701	Rab4	1	cellular_organisms
4	robl	FBgn0024196	roadblock	1	cellular_organisms
4	Vha36-1	FBgn0022097	Vacuolar H[+] ATPase 36kD subunit 1	1	cellular_organisms
4	Vha14-1	FBgn0262512	Vacuolar H[+] ATPase 14kD subunit 1	1	cellular_organisms
4	Cdk5	FBgn0013762	Cyclin-dependent kinase 5	1	cellular_organisms
4	igl	FBgn0013467	igloo	4	Metazoa
4	HPS1	FBgn0033973	Hermansky-Pudlak Syndrome 1	2	Eukaryota
4	Trs31	FBgn0266723	TRAPP subunit 31	2	Eukaryota
4	CG17059	FBgn0040754	uncharacterized protein	5	Eumetazoa
4	CG3955	FBgn0033793	uncharacterized protein	7	Protostomia
4	Oda	FBgn0014184	Ornithine decarboxylase antizyme	4	Metazoa
4	Syx6	FBgn0037084	Syntaxin 6	2	Eukaryota
4	CG7220	FBgn0033544	uncharacterized protein	1	cellular_organisms
4	CG12343	FBgn0033556	uncharacterized protein	2	Eukaryota
4	Rab3	FBgn0005586	Rab3	1	cellular_organisms
4	mlt	FBgn0265512	mulet	2	Eukaryota
4	14-3-3zeta	FBgn0004907	14-3-3zeta	2	Eukaryota
4	Pka-R2	FBgn0022382	Protein kinase, cAMP-dependent, regulatory subunit type 2	1	cellular_organisms
4	VhaAC45	FBgn0262515	Vacuolar H[+] ATPase AC45 accessory subunit	4	Metazoa
4	shrb	FBgn0086656	shrub	2	Eukaryota
4	alc	FBgn0260972	alicorn	1	cellular_organisms
4	Ggamma1	FBgn0004921	G protein gamma 1	6	Bilateria
4	Pgi	FBgn0003074	Phosphoglucose isomerase	1	cellular_organisms
4	CG14767	FBgn0040777	uncharacterized protein	4	Metazoa
4	Obp44a	FBgn0033268	Odorant-binding protein 44a	11	Diptera
4	CG12822	FBgn0033229	uncharacterized protein	1	cellular_organisms
4	Gapdh1	FBgn0001091	Glyceraldehyde 3 phosphate dehydrogenase 1	1	cellular_organisms
4	Drat	FBgn0033188	Death resistor Adh domain containing target	1	cellular_organisms
4	Tsp42Ej	FBgn0033132	Tetraspanin 42Ej	5	Eumetazoa
4	CG1909	FBgn0039911	uncharacterized protein	1	cellular_organisms
4	Rad23	FBgn0026777	Rad23	2	Eukaryota
4	Inos	FBgn0025885	myo-inositol-1-phosphate synthase	1	cellular_organisms
4	Mob2	FBgn0259481	Mob2	2	Eukaryota
4	Atpalpha	FBgn0002921	Na pump alpha subunit	1	cellular_organisms
4	Caper	FBgn0031883	caper	1	cellular_organisms
4	Sh	FBgn0003380	Shaker	1	cellular_organisms
4	MESK2	FBgn0043070	Misexpression suppressor of KSR 2	1	cellular_organisms
4	REPTOR-BP	FBgn0032202	REPTOR-binding partner	4	Metazoa
4	Bet3	FBgn0260859	Blocked early in transport 3	2	Eukaryota
4	Ubi-p63E	FBgn0003943	Ubiquitin-63E	1	cellular_organisms
4	Mlf	FBgn0034051	Myelodysplasia/myeloid leukemia factor	2	Eukaryota
4	AMPKalpha	FBgn0023169	AMP-activated protein kinase alpha subunit	1	cellular_organisms
4	qtc	FBgn0028572	quick-to-court	6	Bilateria
4	ref(2)P	FBgn0003231	refractory to sigma P	2	Eukaryota
4	rdx	FBgn0264493	roadkill	2	Eukaryota
4	nrv2	FBgn0015777	nervana 2	4	Metazoa
4	endos	FBgn0061515	endosulfine	3	Opisthokonta
4	sotv	FBgn0029175	sister of tout-velu	1	cellular_organisms
4	sau	FBgn0267378	sauron	1	cellular_organisms
4	stmA	FBgn0086784	stambha A	2	Eukaryota
4	CG31030	FBgn0051030	uncharacterized protein	8	Arthropoda
4	CG34125	FBgn0083961	uncharacterized protein	11	Diptera
4	Nipped-B	FBgn0026401	Nipped-B	2	Eukaryota
4	RNASEK	FBgn0262116	Ribonuclease kappa	3	Opisthokonta
4	CG34159	FBgn0085188	uncharacterized protein	6	Bilateria
4	CG34293	FBgn0085322	uncharacterized protein	11	Diptera
4	CG34404	FBgn0085433	uncharacterized protein	5	Eumetazoa
4	Fas1	FBgn0285925	Fasciclin 1	1	cellular_organisms
4	Kank	FBgn0027596	kank	1	cellular_organisms
4	VhaM9.7-a	FBgn0035521	Vacuolar H[+] ATPase M9.7 subunit a	2	Eukaryota
4	stv	FBgn0086708	starvin	2	Eukaryota
4	CG17168	FBgn0039943	uncharacterized protein	1	cellular_organisms
4	Fis1	FBgn0039969	Fission, mitochondrial 1	2	Eukaryota
4	CG31855	FBgn0051855	uncharacterized protein	5	Eumetazoa
4	Vha44	FBgn0262511	Vacuolar H[+] ATPase 44kD subunit	2	Eukaryota
4	qkr58E-3	FBgn0022984	quaking related 58E-3	2	Eukaryota
4	Yeti	FBgn0267398	yeti	2	Eukaryota
4	l(1)G0196	FBgn0027279	lethal (1) G0196	2	Eukaryota
4	Uck	FBgn0263398	Uridine-cytidine kinase	1	cellular_organisms
4	CG42361	FBgn0259707	uncharacterized protein	1	cellular_organisms
4	CG4678	FBgn0030778	uncharacterized protein	1	cellular_organisms
4	Mapmodulin	FBgn0034282	mapmodulin	1	cellular_organisms
4	PMCA	FBgn0259214	plasma membrane calcium ATPase	1	cellular_organisms
4	Atg1	FBgn0260945	Autophagy-related 1	1	cellular_organisms
4	CG13760	FBgn0040375	uncharacterized protein	2	Eukaryota
4	CG13937	FBgn0035287	uncharacterized protein	1	cellular_organisms
4	CG15012	FBgn0035528	uncharacterized protein	2	Eukaryota
4	UBL3	FBgn0026076	Ubiquitin like 3	3	Opisthokonta
4	CG5021	FBgn0035944	uncharacterized protein	1	cellular_organisms
4	CG5902	FBgn0039136	uncharacterized protein	1	cellular_organisms
4	Kap-alpha3	FBgn0027338	karyopherin alpha3	1	cellular_organisms
4	veli	FBgn0039269	veli	3	Opisthokonta
4	Blos1	FBgn0050077	Biogenesis of lysosome-related organelles complex 1, subunit 1	2	Eukaryota
4	Den1	FBgn0033716	Deneddylase 1	1	cellular_organisms
4	lap	FBgn0086372	like-AP180	2	Eukaryota
4	Pcf11	FBgn0264962	Pcf11 cleavage and polyadenylation factor subunit	2	Eukaryota
4	Pka-R1	FBgn0259243	Protein kinase, cAMP-dependent, regulatory subunit type 1	1	cellular_organisms
4	ReepA	FBgn0261564	Receptor expression enhancing protein A	2	Eukaryota
4	CG14591	FBgn0033054	uncharacterized protein	2	Eukaryota
4	CG31808	FBgn0062978	uncharacterized protein	11	Diptera
4	Rpt4	FBgn0028685	Regulatory particle triple-A ATPase 4	1	cellular_organisms
4	CG3793	FBgn0028507	uncharacterized protein	1	cellular_organisms
4	SCCRO	FBgn0036510	Squamous cell carcinoma-related oncogene	2	Eukaryota
4	ctp	FBgn0011760	cut up	2	Eukaryota
4	CG10508	FBgn0037060	uncharacterized protein	8	Arthropoda
4	futsch	FBgn0259108	futsch	6	Bilateria
4	Arl4	FBgn0039889	ADP ribosylation factor-like 4	1	cellular_organisms
4	CG14989	FBgn0035495	uncharacterized protein	1	cellular_organisms
4	Rab7	FBgn0015795	Rab7	1	cellular_organisms
4	Roc1a	FBgn0025638	Regulator of cullins 1a	2	Eukaryota
4	Grx1	FBgn0036820	Glutaredoxin 1	1	cellular_organisms
4	Agpat3	FBgn0036623	1-Acylglycerol-3-phosphate O-acyltransferase 3	1	cellular_organisms
4	Hsp23	FBgn0001224	Heat shock protein 23	1	cellular_organisms
4	lwr	FBgn0010602	lesswright	1	cellular_organisms
4	Vps28	FBgn0021814	Vacuolar protein sorting 28	2	Eukaryota
4	eff	FBgn0011217	effete	1	cellular_organisms
4	Rop	FBgn0004574	Ras opposite	2	Eukaryota
4	Pur-alpha	FBgn0022361	Purine-rich binding protein-alpha	1	cellular_organisms
4	Socs36E	FBgn0041184	Suppressor of cytokine signaling at 36E	4	Metazoa
4	sbb	FBgn0285917	scribbler	4	Metazoa
4	slmb	FBgn0283468	supernumerary limbs	1	cellular_organisms
4	jim	FBgn0027339	jim	1	cellular_organisms
4	mbf1	FBgn0262732	multiprotein bridging factor 1	1	cellular_organisms
4	MsrA	FBgn0000565	Methionine sulfoxide reductase A	1	cellular_organisms
4	Syx17	FBgn0035540	Syntaxin 17	2	Eukaryota
4	Bgb	FBgn0013753	Big brother	4	Metazoa
4	slo	FBgn0003429	slowpoke	1	cellular_organisms
4	TM4SF	FBgn0020372	Transmembrane 4 superfamily	4	Metazoa
4	Pgk	FBgn0250906	Phosphoglycerate kinase	1	cellular_organisms
4	CD98hc	FBgn0037533	CD98 heavy chain	1	cellular_organisms
4	nSyb	FBgn0013342	neuronal Synaptobrevin	2	Eukaryota
4	Cdk5alpha	FBgn0027491	Cdk5 activator-like protein	4	Metazoa
4	Wbp2	FBgn0036318	WW domain binding protein 2	2	Eukaryota
4	UbcE2M	FBgn0035853	NEDD8-conjugating enzyme UbcE2M	1	cellular_organisms
4	arm	FBgn0000117	armadillo	2	Eukaryota
4	Gapdh2	FBgn0001092	Glyceraldehyde 3 phosphate dehydrogenase 2	1	cellular_organisms
4	CG1695	FBgn0031116	uncharacterized protein	2	Eukaryota
4	CG33181	FBgn0053181	uncharacterized protein	1	cellular_organisms
4	fs(1)h	FBgn0004656	female sterile (1) homeotic	2	Eukaryota
4	HDAC4	FBgn0041210	Histone deacetylase 4	1	cellular_organisms
4	CG31717	FBgn0051717	uncharacterized protein	1	cellular_organisms
4	Rpn10	FBgn0015283	Regulatory particle non-ATPase 10	2	Eukaryota
4	His3.3A	FBgn0014857	Histone H3.3A	1	cellular_organisms
4	Glut4EF	FBgn0267336	Glucose transporter 4 enhancer factor	3	Opisthokonta
4	Arf102F	FBgn0013749	ADP ribosylation factor at 102F	1	cellular_organisms
4	shi	FBgn0003392	shibire	2	Eukaryota
4	Bx42	FBgn0004856	Bx42	2	Eukaryota
4	Vti1b	FBgn0264751	Vesicle transport through interaction with t-SNAREs 1b	2	Eukaryota
4	EndoA	FBgn0038659	Endophilin A	2	Eukaryota
4	AdipoR	FBgn0038984	Adiponectin receptor	2	Eukaryota
4	Nulp1	FBgn0027549	Nuclear localized protein 1	2	Eukaryota
4	MICU3	FBgn0038735	Mitochondrial calcium uptake 3	2	Eukaryota
4	KLHL18	FBgn0037978	Kelch like family member 18	1	cellular_organisms
4	Vha68-1	FBgn0265262	Vacuolar H[+] ATPase 68kD subunit 1	1	cellular_organisms
4	brat	FBgn0010300	brain tumor	1	cellular_organisms
4	Tsp42Ee	FBgn0029506	Tetraspanin 42Ee	4	Metazoa
4	EMC2A	FBgn0038462	ER membrane protein complex subunit 2A	1	cellular_organisms
4	Pkc98E	FBgn0003093	Protein C kinase 98E	1	cellular_organisms
4	Arl8	FBgn0037551	ADP ribosylation factor-like 8	1	cellular_organisms
4	CG15772	FBgn0029799	uncharacterized protein	11	Diptera
4	ssx	FBgn0024987	sister-of-Sex-lethal	1	cellular_organisms
4	Pp2A-29B	FBgn0260439	Protein phosphatase 2A at 29B	1	cellular_organisms
4	CG13344	FBgn0033884	uncharacterized protein	2	Eukaryota
4	Cbp53E	FBgn0004580	Calbindin 53E	1	cellular_organisms
4	CG14408	FBgn0030581	uncharacterized protein	2	Eukaryota
4	CG3436	FBgn0031229	uncharacterized protein	1	cellular_organisms
4	maf-S	FBgn0034534	maf-S	3	Opisthokonta
4	CG7332	FBgn0030973	uncharacterized protein	2	Eukaryota
4	CG30392	FBgn0050392	uncharacterized protein	2	Eukaryota
4	HmgZ	FBgn0010228	HMG protein Z	1	cellular_organisms
4	Rtf1	FBgn0034722	Rtf1	2	Eukaryota
4	lola	FBgn0283521	longitudinals lacking	2	Eukaryota
4	CG3860	FBgn0034951	uncharacterized protein	2	Eukaryota
4	kcc	FBgn0261794	kazachoc	1	cellular_organisms
4	Syt7	FBgn0039900	Synaptotagmin 7	2	Eukaryota
4	CG45049	FBgn0266409	uncharacterized protein	6	Bilateria
4	sra	FBgn0086370	sarah	3	Opisthokonta
4	CkIalpha	FBgn0015024	Casein kinase Ialpha	1	cellular_organisms
4	CG42322	FBgn0259222	uncharacterized protein	2	Eukaryota
4	sqh	FBgn0003514	spaghetti squash	1	cellular_organisms
4	CG12004	FBgn0035236	uncharacterized protein	2	Eukaryota
4	Ubc4	FBgn0015321	Ubiquitin conjugating enzyme 4	1	cellular_organisms
4	Vha13	FBgn0283536	Vacuolar H[+] ATPase 13kD subunit	2	Eukaryota
4	Cds	FBgn0010350	CDP-diacylglycerol synthase	1	cellular_organisms
4	CG30423	FBgn0050423	uncharacterized protein	3	Opisthokonta
4	EMC4	FBgn0037199	ER membrane protein complex subunit 4	2	Eukaryota
5	GCS2alpha	FBgn0027588	Glucosidase 2 alpha subunit	1	cellular_organisms
5	RpL22	FBgn0015288	Ribosomal protein L22	1	cellular_organisms
5	su(w[a])	FBgn0003638	suppressor of white-apricot	2	Eukaryota
5	CG2918	FBgn0023529	uncharacterized protein	1	cellular_organisms
5	bcn92	FBgn0013432	bcn92	2	Eukaryota
5	egh	FBgn0001404	egghead	1	cellular_organisms
5	dnc	FBgn0000479	dunce	2	Eukaryota
5	RpL35	FBgn0029785	Ribosomal protein L35	1	cellular_organisms
5	Act5C	FBgn0000042	Actin 5C	1	cellular_organisms
5	RpL7A	FBgn0014026	Ribosomal protein L7A	1	cellular_organisms
5	RpL17	FBgn0029897	Ribosomal protein L17	1	cellular_organisms
5	RpS14a	FBgn0004403	Ribosomal protein S14a	1	cellular_organisms
5	RpS6	FBgn0261592	Ribosomal protein S6	1	cellular_organisms
5	AP-1gamma	FBgn0030089	Adaptor Protein complex 1, gamma subunit	2	Eukaryota
5	RpS28b	FBgn0030136	Ribosomal protein S28b	1	cellular_organisms
5	flw	FBgn0000711	flapwing	1	cellular_organisms
5	eIF3k	FBgn0034654	eukaryotic translation initiation factor 3 subunit k	2	Eukaryota
5	RpS24	FBgn0261596	Ribosomal protein S24	1	cellular_organisms
5	CNBP	FBgn0034802	CCHC-type zinc finger nucleic acid binding protein	1	cellular_organisms
5	RpL12	FBgn0034968	Ribosomal protein L12	1	cellular_organisms
5	RpL39	FBgn0023170	Ribosomal protein L39	1	cellular_organisms
5	ytr	FBgn0021895	yantar	2	Eukaryota
5	Nurf-38	FBgn0016687	Nucleosome remodeling factor - 38kD	1	cellular_organisms
5	CG33229	FBgn0053229	uncharacterized protein	10	Insecta
5	RpL23A	FBgn0026372	Ribosomal protein L23A	1	cellular_organisms
5	RpL8	FBgn0261602	Ribosomal protein L8	1	cellular_organisms
5	CG32486	FBgn0266918	uncharacterized protein	2	Eukaryota
5	PHGPx	FBgn0035438	PHGPx	1	cellular_organisms
5	Rdh	FBgn0064227	Red herring	12	Drosophila
5	CG12605	FBgn0035481	uncharacterized protein	1	cellular_organisms
5	Hsc70-3	FBgn0001218	Heat shock 70-kDa protein cognate 3	1	cellular_organisms
5	caz	FBgn0285954	cabeza	1	cellular_organisms
5	Cyp1	FBgn0004432	Cyclophilin 1	1	cellular_organisms
5	RpS19a	FBgn0010412	Ribosomal protein S19a	1	cellular_organisms
5	RhoGDI	FBgn0036921	RhoGDI	1	cellular_organisms
5	ftz-f1	FBgn0001078	ftz transcription factor 1	4	Metazoa
5	Eip75B	FBgn0000568	Ecdysone-induced protein 75B	4	Metazoa
5	Pep	FBgn0004401	Protein on ecdysone puffs	6	Bilateria
5	RpS12	FBgn0286213	Ribosomal protein S12	1	cellular_organisms
5	RpS4	FBgn0011284	Ribosomal protein S4	1	cellular_organisms
5	eIF3l	FBgn0036258	eukaryotic translation initiation factor 3 subunit l	2	Eukaryota
5	yps	FBgn0022959	ypsilon schachtel	1	cellular_organisms
5	RpL10Ab	FBgn0036213	Ribosomal protein L10Ab	1	cellular_organisms
5	viaf	FBgn0036237	viral IAP-associated factor	2	Eukaryota
5	RpS17	FBgn0005533	Ribosomal protein S17	1	cellular_organisms
5	RpL14	FBgn0017579	Ribosomal protein L14	1	cellular_organisms
5	RpL18	FBgn0035753	Ribosomal protein L18	1	cellular_organisms
5	CG10077	FBgn0035720	uncharacterized protein	1	cellular_organisms
5	Tspo	FBgn0031263	Translocator protein	1	cellular_organisms
5	RpLP0	FBgn0000100	Ribosomal protein LP0	1	cellular_organisms
5	RpL13A	FBgn0037351	Ribosomal protein L13A	1	cellular_organisms
5	Xe7	FBgn0010772	Xe7	2	Eukaryota
5	RpL35A	FBgn0037328	Ribosomal protein L35A	1	cellular_organisms
5	eIF3f1	FBgn0037270	eukaryotic translation initiation factor 3 subunit f1	2	Eukaryota
5	lost	FBgn0263594	lost	1	cellular_organisms
5	eIF3i	FBgn0015834	eukaryotic translation initiation factor 3 subunit i	1	cellular_organisms
5	Hel25E	FBgn0014189	Helicase at 25E	1	cellular_organisms
5	Hrb27C	FBgn0004838	Heterogeneous nuclear ribonucleoprotein at 27C	1	cellular_organisms
5	RpL36A	FBgn0031980	Ribosomal protein L36A	1	cellular_organisms
5	SmE	FBgn0261790	Small ribonucleoprotein particle protein SmE	1	cellular_organisms
5	Rack1	FBgn0020618	Receptor of activated protein kinase C 1	1	cellular_organisms
5	Bsg	FBgn0261822	Basigin	4	Metazoa
5	Ssb-c31a	FBgn0015299	Single stranded-binding protein c31A	2	Eukaryota
5	Su(var)205	FBgn0003607	Suppressor of variegation 205	2	Eukaryota
5	RpS13	FBgn0010265	Ribosomal protein S13	1	cellular_organisms
5	RpL13	FBgn0011272	Ribosomal protein L13	1	cellular_organisms
5	CG31712	FBgn0051712	uncharacterized protein	4	Metazoa
5	RpL7	FBgn0005593	Ribosomal protein L7	1	cellular_organisms
5	RpS27A	FBgn0003942	Ribosomal protein S27A	1	cellular_organisms
5	CG6770	FBgn0032400	uncharacterized protein	4	Metazoa
5	ThrRS	FBgn0027081	Threonyl-tRNA synthetase	1	cellular_organisms
5	cass	FBgn0286781	cassowary	2	Eukaryota
5	RpS26	FBgn0261597	Ribosomal protein S26	1	cellular_organisms
5	RpL30	FBgn0086710	Ribosomal protein L30	1	cellular_organisms
5	alphaTub84B	FBgn0003884	alpha-Tubulin at 84B	1	cellular_organisms
5	RpL34b	FBgn0037686	Ribosomal protein L34b	1	cellular_organisms
5	RpS29	FBgn0261599	Ribosomal protein S29	1	cellular_organisms
5	Rbp1	FBgn0260944	RNA-binding protein 1	1	cellular_organisms
5	RpL3	FBgn0020910	Ribosomal protein L3	1	cellular_organisms
5	RpS25	FBgn0086472	Ribosomal protein S25	1	cellular_organisms
5	Lk6	FBgn0017581	Lk6 kinase	1	cellular_organisms
5	sqd	FBgn0263396	squid	1	cellular_organisms
5	His4r	FBgn0013981	Histone H4 replacement	1	cellular_organisms
5	Hsc70-4	FBgn0266599	Heat shock protein cognate 4	1	cellular_organisms
5	RpS20	FBgn0019936	Ribosomal protein S20	1	cellular_organisms
5	RpS30	FBgn0038834	Ribosomal protein S30	1	cellular_organisms
5	glec	FBgn0015229	gliolectin	12	Drosophila
5	wdb	FBgn0027492	widerborst	2	Eukaryota
5	RpL4	FBgn0003279	Ribosomal protein L4	1	cellular_organisms
5	Hrb98DE	FBgn0001215	Heterogeneous nuclear ribonucleoprotein at 98DE	1	cellular_organisms
5	eEF1gamma	FBgn0029176	eukaryotic translation elongation factor 1 gamma	1	cellular_organisms
5	RpL32	FBgn0002626	Ribosomal protein L32	1	cellular_organisms
5	RpL6	FBgn0039857	Ribosomal protein L6	2	Eukaryota
5	betaTub56D	FBgn0284243	beta-Tubulin at 56D	1	cellular_organisms
5	CG15098	FBgn0034398	uncharacterized protein	9	Pancrustacea
5	pAbp	FBgn0265297	poly(A) binding protein	1	cellular_organisms
5	eIF3c	FBgn0034258	eukaryotic translation initiation factor 3 subunit c	2	Eukaryota
5	eIF3b	FBgn0034237	eukaryotic translation initiation factor 3 subunit b	2	Eukaryota
5	RpL18A	FBgn0010409	Ribosomal protein L18A	2	Eukaryota
5	RpLP2	FBgn0003274	Ribosomal protein LP2	2	Eukaryota
5	RpS15	FBgn0034138	Ribosomal protein S15	1	cellular_organisms
5	Sec61beta	FBgn0010638	Sec61 beta subunit	2	Eukaryota
5	phyl	FBgn0013725	phyllopod	11	Diptera
5	RpS23	FBgn0033912	Ribosomal protein S23	1	cellular_organisms
5	Prosap	FBgn0040752	prosap	1	cellular_organisms
5	shot	FBgn0013733	short stop	1	cellular_organisms
5	Nacalpha	FBgn0086904	Nascent polypeptide associated complex protein alpha subunit	2	Eukaryota
5	RpS11	FBgn0033699	Ribosomal protein S11	1	cellular_organisms
5	eEF1alpha1	FBgn0284245	eukaryotic translation elongation factor 1 alpha 1	1	cellular_organisms
5	CG9005	FBgn0033638	uncharacterized protein	2	Eukaryota
5	RpL31	FBgn0285949	Ribosomal protein L31	1	cellular_organisms
5	cathD	FBgn0029093	cathepsin D	1	cellular_organisms
5	gw	FBgn0051992	gawky	5	Eumetazoa
5	CG11155	FBgn0039927	uncharacterized protein	1	cellular_organisms
5	eEF1alpha2	FBgn0000557	eukaryotic translation elongation factor 1 alpha 2	1	cellular_organisms
5	eIF3h	FBgn0022023	eukaryotic translation initiation factor 3 subunit h	2	Eukaryota
5	PPP4R2r	FBgn0030208	Protein phosphatase 4 regulatory subunit 2-related protein	2	Eukaryota
5	RpS8	FBgn0039713	Ribosomal protein S8	1	cellular_organisms
5	chrb	FBgn0036165	charybde	6	Bilateria
5	norpA	FBgn0262738	no receptor potential A	2	Eukaryota
5	Mnn1	FBgn0031885	Menin 1	2	Eukaryota
5	p120ctn	FBgn0260799	Adherens junction protein p120	2	Eukaryota
5	RpL38	FBgn0040007	Ribosomal protein L38	2	Eukaryota
5	RpL5	FBgn0064225	Ribosomal protein L5	1	cellular_organisms
5	Snap25	FBgn0011288	Synaptosomal-associated protein 25kDa	2	Eukaryota
5	Dyb	FBgn0033739	Dystrobrevin	2	Eukaryota
5	rl	FBgn0003256	rolled	1	cellular_organisms
5	MED21	FBgn0040020	Mediator complex subunit 21	2	Eukaryota
5	l(3)80Fj	FBgn0287182	lethal (3) 80Fj	1	cellular_organisms
5	Unr	FBgn0263352	Upstream of N-ras	2	Eukaryota
5	CG5746	FBgn0039186	uncharacterized protein	11	Diptera
5	bun	FBgn0259176	bunched	6	Bilateria
5	EMC10	FBgn0052441	ER membrane protein complex subunit 10	2	Eukaryota
